employer_id,sektor_usaha,wilayah,skala,tanggal_registrasi
EMP-0760,Teknologi & Digital,Jawa Timur,Menengah,2022-01-01
EMP-0761,Teknologi & Digital,Jawa Timur,Menengah,2022-01-01
EMP-0762,Teknologi & Digital,Jawa Timur,Menengah,2025-11-01
EMP-0763,Teknologi & Digital,Jawa Timur,Menengah,2022-01-01
EMP-0764,Teknologi & Digital,Jawa Timur,Menengah,2022-01-01
EMP-0765,Teknologi & Digital,Jawa Timur,Menengah,2022-01-01
EMP-0766,Teknologi & Digital,Jawa Timur,Menengah,2022-01-01
EMP-0767,Teknologi & Digital,Jawa Timur,Menengah,2022-01-01
EMP-0768,Teknologi & Digital,Jawa Timur,Menengah,2022-01-01
EMP-0769,Teknologi & Digital,Jawa Timur,Menengah,2022-01-01
EMP-0770,Teknologi & Digital,Jawa Timur,Menengah,2022-01-01
EMP-0771,Teknologi & Digital,Jawa Timur,Menengah,2022-01-01
EMP-0772,Teknologi & Digital,Jawa Timur,Menengah,2022-01-01
EMP-0773,Teknologi & Digital,Jawa Timur,Menengah,2022-01-01
EMP-0774,Teknologi & Digital,Jawa Timur,Menengah,2022-01-01
EMP-0775,Teknologi & Digital,Jawa Timur,Menengah,2022-01-01
EMP-0776,Teknologi & Digital,Jawa Timur,Menengah,2022-01-01
EMP-0777,Teknologi & Digital,Jawa Timur,Menengah,2022-01-01
EMP-0778,Teknologi & Digital,Jawa Timur,Menengah,2022-01-01
EMP-0779,Teknologi & Digital,Jawa Timur,Menengah,2022-01-01
EMP-0780,Teknologi & Digital,Jawa Timur,Menengah,2022-01-01
EMP-0781,Teknologi & Digital,Jawa Timur,Menengah,2022-01-01
EMP-0782,Teknologi & Digital,Jawa Timur,Menengah,2022-01-01
EMP-0783,Teknologi & Digital,Sumatera Utara,Besar,2022-01-01
EMP-0784,Teknologi & Digital,Sumatera Utara,Besar,2022-01-01
EMP-0785,Teknologi & Digital,Sumatera Utara,Besar,2022-01-01
EMP-0786,Teknologi & Digital,Sumatera Utara,Besar,2022-01-01
EMP-0787,Teknologi & Digital,Sumatera Utara,Besar,2022-01-01
EMP-0788,Teknologi & Digital,Sumatera Utara,Besar,2022-01-01
EMP-0789,Teknologi & Digital,Sumatera Utara,Besar,2025-11-01
EMP-0790,Teknologi & Digital,Sumatera Utara,Besar,2022-01-01
EMP-0791,Teknologi & Digital,Sumatera Utara,Besar,2022-01-01
EMP-0792,Teknologi & Digital,Sumatera Utara,Besar,2022-01-01
EMP-0793,Teknologi & Digital,Sumatera Utara,Besar,2025-11-01
EMP-0794,Teknologi & Digital,Sumatera Utara,Besar,2022-01-01
EMP-0795,Teknologi & Digital,Sumatera Utara,Besar,2022-01-01
EMP-0796,Teknologi & Digital,Sumatera Utara,Besar,2022-01-01
EMP-0797,Teknologi & Digital,Sumatera Utara,Besar,2022-01-01
EMP-0798,Teknologi & Digital,Sumatera Utara,Besar,2022-01-01
EMP-0799,Teknologi & Digital,Sumatera Utara,Besar,2022-01-01
EMP-0800,Teknologi & Digital,Sumatera Utara,Besar,2022-01-01
EMP-0801,Teknologi & Digital,Sumatera Utara,Besar,2022-01-01
EMP-0802,Teknologi & Digital,Sumatera Utara,Besar,2022-01-01
EMP-0803,Teknologi & Digital,Sumatera Utara,Besar,2022-01-01
EMP-0804,Teknologi & Digital,Sumatera Utara,Besar,2022-01-01
EMP-0805,Teknologi & Digital,Sumatera Utara,Besar,2022-01-01
EMP-0806,Teknologi & Digital,Sumatera Utara,Besar,2022-01-01
EMP-0807,Teknologi & Digital,Sumatera Utara,Besar,2022-01-01
EMP-0808,Teknologi & Digital,Sumatera Utara,Besar,2022-01-01
EMP-0809,Teknologi & Digital,Sumatera Utara,Besar,2022-01-01
EMP-0810,Teknologi & Digital,Sumatera Utara,Besar,2022-01-01
EMP-0811,Teknologi & Digital,Sumatera Utara,Besar,2025-11-01
EMP-0812,Teknologi & Digital,Sumatera Utara,Besar,2022-01-01
EMP-0813,Teknologi & Digital,Sumatera Utara,Besar,2022-01-01
EMP-0814,Teknologi & Digital,Sumatera Utara,Besar,2022-01-01
EMP-0815,Teknologi & Digital,Sumatera Utara,Besar,2022-01-01
EMP-0816,Teknologi & Digital,Sumatera Utara,Besar,2022-01-01
EMP-0817,Teknologi & Digital,Sulawesi Selatan,Kecil,2022-01-01
EMP-0818,Teknologi & Digital,Sulawesi Selatan,Kecil,2022-01-01
EMP-0819,Teknologi & Digital,Sulawesi Selatan,Kecil,2022-01-01
EMP-0820,Teknologi & Digital,Sulawesi Selatan,Kecil,2022-01-01
EMP-0821,Teknologi & Digital,Sulawesi Selatan,Kecil,2022-01-01
EMP-0822,Teknologi & Digital,Sulawesi Selatan,Kecil,2022-01-01
EMP-0823,Teknologi & Digital,Sulawesi Selatan,Kecil,2022-01-01
EMP-0824,Teknologi & Digital,Sulawesi Selatan,Kecil,2022-01-01
EMP-0825,Teknologi & Digital,Sulawesi Selatan,Kecil,2022-01-01
EMP-0826,Teknologi & Digital,Sulawesi Selatan,Kecil,2022-01-01
EMP-0827,Teknologi & Digital,Sulawesi Selatan,Kecil,2022-01-01
EMP-0828,Teknologi & Digital,Sulawesi Selatan,Kecil,2022-01-01
EMP-0829,Teknologi & Digital,Sulawesi Selatan,Kecil,2022-01-01
EMP-0830,Teknologi & Digital,Sulawesi Selatan,Kecil,2022-01-01
EMP-0831,Teknologi & Digital,Sulawesi Selatan,Kecil,2022-01-01
EMP-0832,Teknologi & Digital,Sulawesi Selatan,Kecil,2022-01-01
EMP-0833,Teknologi & Digital,Sulawesi Selatan,Kecil,2022-01-01
EMP-0834,Teknologi & Digital,Sulawesi Selatan,Kecil,2022-01-01
EMP-0835,Teknologi & Digital,Sulawesi Selatan,Kecil,2022-01-01
EMP-0836,Teknologi & Digital,Sulawesi Selatan,Kecil,2022-01-01
EMP-0837,Teknologi & Digital,Sulawesi Selatan,Kecil,2022-01-01
EMP-0838,Teknologi & Digital,Sulawesi Selatan,Kecil,2022-01-01
EMP-0839,Teknologi & Digital,Sulawesi Selatan,Kecil,2025-11-01
EMP-0840,Teknologi & Digital,Sulawesi Selatan,Kecil,2022-01-01
EMP-0841,Teknologi & Digital,Sulawesi Selatan,Kecil,2022-01-01
EMP-0842,Teknologi & Digital,Sulawesi Selatan,Kecil,2022-01-01
EMP-0843,Teknologi & Digital,Sulawesi Selatan,Kecil,2022-01-01
EMP-0844,Teknologi & Digital,Sulawesi Selatan,Kecil,2022-01-01
EMP-0845,Teknologi & Digital,Sulawesi Selatan,Kecil,2022-01-01
EMP-0846,Teknologi & Digital,Sulawesi Selatan,Kecil,2022-01-01
EMP-0847,Teknologi & Digital,Sulawesi Selatan,Kecil,2022-01-01
EMP-0848,Teknologi & Digital,Sulawesi Selatan,Kecil,2022-01-01
EMP-0849,Teknologi & Digital,Sulawesi Selatan,Kecil,2022-01-01
EMP-0850,Teknologi & Digital,Sulawesi Selatan,Kecil,2022-01-01
EMP-0851,Perkebunan & Agribisnis,DKI Jakarta,Menengah,2022-01-01
EMP-0852,Perkebunan & Agribisnis,DKI Jakarta,Menengah,2022-01-01
EMP-0853,Perkebunan & Agribisnis,DKI Jakarta,Menengah,2022-01-01
EMP-0854,Perkebunan & Agribisnis,DKI Jakarta,Menengah,2022-01-01
EMP-0855,Perkebunan & Agribisnis,DKI Jakarta,Menengah,2022-01-01
EMP-0856,Perkebunan & Agribisnis,DKI Jakarta,Menengah,2022-01-01
EMP-0857,Perkebunan & Agribisnis,DKI Jakarta,Menengah,2022-01-01
EMP-0858,Perkebunan & Agribisnis,DKI Jakarta,Menengah,2022-01-01
EMP-0859,Perkebunan & Agribisnis,DKI Jakarta,Menengah,2022-01-01
EMP-0860,Perkebunan & Agribisnis,DKI Jakarta,Menengah,2022-01-01
EMP-0861,Perkebunan & Agribisnis,DKI Jakarta,Menengah,2022-01-01
EMP-0862,Perkebunan & Agribisnis,DKI Jakarta,Menengah,2025-11-01
EMP-0863,Perkebunan & Agribisnis,DKI Jakarta,Menengah,2022-01-01
EMP-0864,Perkebunan & Agribisnis,DKI Jakarta,Menengah,2022-01-01
EMP-0865,Perkebunan & Agribisnis,DKI Jakarta,Menengah,2022-01-01
EMP-0866,Perkebunan & Agribisnis,DKI Jakarta,Menengah,2022-01-01
EMP-0867,Perkebunan & Agribisnis,DKI Jakarta,Menengah,2022-01-01
EMP-0868,Perkebunan & Agribisnis,DKI Jakarta,Menengah,2022-01-01
EMP-0869,Perkebunan & Agribisnis,DKI Jakarta,Menengah,2022-01-01
EMP-0870,Perkebunan & Agribisnis,DKI Jakarta,Menengah,2022-01-01
EMP-0871,Perkebunan & Agribisnis,DKI Jakarta,Menengah,2022-01-01
EMP-0872,Perkebunan & Agribisnis,DKI Jakarta,Menengah,2022-01-01
EMP-0873,Perkebunan & Agribisnis,DKI Jakarta,Menengah,2022-01-01
EMP-0874,Perkebunan & Agribisnis,DKI Jakarta,Menengah,2022-01-01
EMP-0875,Perkebunan & Agribisnis,DKI Jakarta,Menengah,2022-01-01
EMP-0876,Perkebunan & Agribisnis,DKI Jakarta,Menengah,2022-01-01
EMP-0877,Perkebunan & Agribisnis,DKI Jakarta,Menengah,2022-01-01
EMP-0878,Perkebunan & Agribisnis,DKI Jakarta,Menengah,2022-01-01
EMP-0879,Perkebunan & Agribisnis,DKI Jakarta,Menengah,2022-01-01
EMP-0880,Perkebunan & Agribisnis,DKI Jakarta,Menengah,2022-01-01
EMP-0881,Perkebunan & Agribisnis,DKI Jakarta,Menengah,2022-01-01
EMP-0882,Perkebunan & Agribisnis,DKI Jakarta,Menengah,2022-01-01
EMP-0883,Perkebunan & Agribisnis,DKI Jakarta,Menengah,2022-01-01
EMP-0884,Perkebunan & Agribisnis,DKI Jakarta,Menengah,2022-01-01
EMP-0885,Perkebunan & Agribisnis,Jawa Barat,Besar,2022-01-01
EMP-0886,Perkebunan & Agribisnis,Jawa Barat,Besar,2022-01-01
EMP-0887,Perkebunan & Agribisnis,Jawa Barat,Besar,2022-01-01
EMP-0888,Perkebunan & Agribisnis,Jawa Barat,Besar,2022-01-01
EMP-0889,Perkebunan & Agribisnis,Jawa Barat,Besar,2022-01-01
EMP-0890,Perkebunan & Agribisnis,Jawa Barat,Besar,2022-01-01
EMP-0891,Perkebunan & Agribisnis,Jawa Barat,Besar,2022-01-01
EMP-0892,Perkebunan & Agribisnis,Jawa Barat,Besar,2022-01-01
EMP-0893,Perkebunan & Agribisnis,Jawa Barat,Besar,2022-01-01
EMP-0894,Perkebunan & Agribisnis,Jawa Barat,Besar,2022-01-01
EMP-0895,Perkebunan & Agribisnis,Jawa Barat,Besar,2022-01-01
EMP-0896,Perkebunan & Agribisnis,Jawa Barat,Besar,2022-01-01
EMP-0897,Perkebunan & Agribisnis,Jawa Barat,Besar,2022-01-01
EMP-0898,Perkebunan & Agribisnis,Jawa Barat,Besar,2022-01-01
EMP-0899,Perkebunan & Agribisnis,Jawa Barat,Besar,2022-01-01
EMP-0900,Perkebunan & Agribisnis,Jawa Barat,Besar,2022-01-01
EMP-0901,Perkebunan & Agribisnis,Jawa Barat,Besar,2022-01-01
EMP-0902,Perkebunan & Agribisnis,Jawa Barat,Besar,2022-01-01
EMP-0903,Perkebunan & Agribisnis,Jawa Barat,Besar,2022-01-01
EMP-0904,Perkebunan & Agribisnis,Jawa Barat,Besar,2022-01-01
EMP-0905,Perkebunan & Agribisnis,Jawa Barat,Besar,2022-01-01
EMP-0906,Perkebunan & Agribisnis,Jawa Barat,Besar,2022-01-01
EMP-0907,Perkebunan & Agribisnis,Jawa Barat,Besar,2022-01-01
EMP-0908,Perkebunan & Agribisnis,Jawa Barat,Besar,2022-01-01
EMP-0909,Perkebunan & Agribisnis,Jawa Barat,Besar,2022-01-01
EMP-0910,Perkebunan & Agribisnis,Jawa Barat,Besar,2022-01-01
EMP-0911,Perkebunan & Agribisnis,Jawa Barat,Besar,2022-01-01
EMP-0912,Perkebunan & Agribisnis,Jawa Barat,Besar,2022-01-01
EMP-0913,Perkebunan & Agribisnis,Jawa Barat,Besar,2022-01-01
EMP-0914,Perkebunan & Agribisnis,Jawa Barat,Besar,2022-01-01
EMP-0915,Perkebunan & Agribisnis,Jawa Barat,Besar,2022-01-01
EMP-0916,Perkebunan & Agribisnis,Jawa Barat,Besar,2022-01-01
EMP-0917,Perkebunan & Agribisnis,Jawa Barat,Besar,2022-01-01
EMP-0918,Perkebunan & Agribisnis,Jawa Barat,Besar,2022-01-01
EMP-0919,Perkebunan & Agribisnis,Jawa Timur,Kecil,2022-01-01
EMP-0920,Perkebunan & Agribisnis,Jawa Timur,Kecil,2022-01-01
EMP-0921,Perkebunan & Agribisnis,Jawa Timur,Kecil,2022-01-01
EMP-0922,Perkebunan & Agribisnis,Jawa Timur,Kecil,2022-01-01
EMP-0923,Perkebunan & Agribisnis,Jawa Timur,Kecil,2022-01-01
EMP-0924,Perkebunan & Agribisnis,Jawa Timur,Kecil,2022-01-01
EMP-0925,Perkebunan & Agribisnis,Jawa Timur,Kecil,2022-01-01
EMP-0926,Perkebunan & Agribisnis,Jawa Timur,Kecil,2022-01-01
EMP-0927,Perkebunan & Agribisnis,Jawa Timur,Kecil,2022-01-01
EMP-0928,Perkebunan & Agribisnis,Jawa Timur,Kecil,2022-01-01
EMP-0929,Perkebunan & Agribisnis,Jawa Timur,Kecil,2022-01-01
EMP-0930,Perkebunan & Agribisnis,Jawa Timur,Kecil,2025-11-01
EMP-0931,Perkebunan & Agribisnis,Jawa Timur,Kecil,2022-01-01
EMP-0932,Perkebunan & Agribisnis,Jawa Timur,Kecil,2022-01-01
EMP-0933,Perkebunan & Agribisnis,Jawa Timur,Kecil,2022-01-01
EMP-0934,Perkebunan & Agribisnis,Jawa Timur,Kecil,2022-01-01
EMP-0935,Perkebunan & Agribisnis,Jawa Timur,Kecil,2022-01-01
EMP-0936,Perkebunan & Agribisnis,Jawa Timur,Kecil,2022-01-01
EMP-0937,Perkebunan & Agribisnis,Jawa Timur,Kecil,2022-01-01
EMP-0938,Perkebunan & Agribisnis,Jawa Timur,Kecil,2022-01-01
EMP-0939,Perkebunan & Agribisnis,Jawa Timur,Kecil,2022-01-01
EMP-0940,Perkebunan & Agribisnis,Jawa Timur,Kecil,2022-01-01
EMP-0941,Perkebunan & Agribisnis,Jawa Timur,Kecil,2022-01-01
EMP-0942,Perkebunan & Agribisnis,Jawa Timur,Kecil,2022-01-01
EMP-0943,Perkebunan & Agribisnis,Jawa Timur,Kecil,2022-01-01
EMP-0944,Perkebunan & Agribisnis,Jawa Timur,Kecil,2022-01-01
EMP-0945,Perkebunan & Agribisnis,Jawa Timur,Kecil,2022-01-01
EMP-0946,Perkebunan & Agribisnis,Jawa Timur,Kecil,2022-01-01
EMP-0947,Perkebunan & Agribisnis,Jawa Timur,Kecil,2022-01-01
EMP-0948,Perkebunan & Agribisnis,Jawa Timur,Kecil,2022-01-01
EMP-0949,Perkebunan & Agribisnis,Jawa Timur,Kecil,2022-01-01
EMP-0950,Perkebunan & Agribisnis,Jawa Timur,Kecil,2022-01-01
EMP-0951,Perkebunan & Agribisnis,Jawa Timur,Kecil,2022-01-01
EMP-0952,Perkebunan & Agribisnis,Jawa Timur,Kecil,2022-01-01
EMP-0953,Perkebunan & Agribisnis,Sumatera Utara,Menengah,2022-01-01
EMP-0954,Perkebunan & Agribisnis,Sumatera Utara,Menengah,2022-01-01
EMP-0955,Perkebunan & Agribisnis,Sumatera Utara,Menengah,2022-01-01
EMP-0956,Perkebunan & Agribisnis,Sumatera Utara,Menengah,2022-01-01
EMP-0957,Perkebunan & Agribisnis,Sumatera Utara,Menengah,2022-01-01
EMP-0958,Perkebunan & Agribisnis,Sumatera Utara,Menengah,2022-01-01
EMP-0959,Perkebunan & Agribisnis,Sumatera Utara,Menengah,2022-01-01
EMP-0960,Perkebunan & Agribisnis,Sumatera Utara,Menengah,2022-01-01
EMP-0961,Perkebunan & Agribisnis,Sumatera Utara,Menengah,2022-01-01
EMP-0962,Perkebunan & Agribisnis,Sumatera Utara,Menengah,2022-01-01
EMP-0963,Perkebunan & Agribisnis,Sumatera Utara,Menengah,2022-01-01
EMP-0964,Perkebunan & Agribisnis,Sumatera Utara,Menengah,2022-01-01
EMP-0965,Perkebunan & Agribisnis,Sumatera Utara,Menengah,2022-01-01
EMP-0966,Perkebunan & Agribisnis,Sumatera Utara,Menengah,2022-01-01
EMP-0967,Perkebunan & Agribisnis,Sumatera Utara,Menengah,2022-01-01
EMP-0968,Perkebunan & Agribisnis,Sumatera Utara,Menengah,2022-01-01
EMP-0969,Perkebunan & Agribisnis,Sumatera Utara,Menengah,2022-01-01
EMP-0970,Perkebunan & Agribisnis,Sumatera Utara,Menengah,2022-01-01
EMP-0971,Perkebunan & Agribisnis,Sumatera Utara,Menengah,2022-01-01
EMP-0972,Perkebunan & Agribisnis,Sumatera Utara,Menengah,2022-01-01
EMP-0973,Perkebunan & Agribisnis,Sumatera Utara,Menengah,2022-01-01
EMP-0974,Perkebunan & Agribisnis,Sumatera Utara,Menengah,2022-01-01
EMP-0975,Perkebunan & Agribisnis,Sumatera Utara,Menengah,2022-01-01
EMP-0976,Perkebunan & Agribisnis,Sumatera Utara,Menengah,2022-01-01
EMP-0977,Perkebunan & Agribisnis,Sumatera Utara,Menengah,2022-01-01
EMP-0978,Perkebunan & Agribisnis,Sumatera Utara,Menengah,2022-01-01
EMP-0979,Perkebunan & Agribisnis,Sumatera Utara,Menengah,2022-01-01
EMP-0980,Perkebunan & Agribisnis,Sumatera Utara,Menengah,2022-01-01
EMP-0981,Perkebunan & Agribisnis,Sumatera Utara,Menengah,2022-01-01
EMP-0982,Perkebunan & Agribisnis,Sumatera Utara,Menengah,2022-01-01
EMP-0983,Perkebunan & Agribisnis,Sumatera Utara,Menengah,2022-01-01
EMP-0984,Perkebunan & Agribisnis,Sumatera Utara,Menengah,2022-01-01
EMP-0985,Perkebunan & Agribisnis,Sumatera Utara,Menengah,2022-01-01
EMP-0986,Perkebunan & Agribisnis,Sumatera Utara,Menengah,2022-01-01
EMP-0987,Perkebunan & Agribisnis,Sulawesi Selatan,Besar,2022-01-01
EMP-0988,Perkebunan & Agribisnis,Sulawesi Selatan,Besar,2022-01-01
EMP-0989,Perkebunan & Agribisnis,Sulawesi Selatan,Besar,2022-01-01
EMP-0990,Perkebunan & Agribisnis,Sulawesi Selatan,Besar,2022-01-01
EMP-0991,Perkebunan & Agribisnis,Sulawesi Selatan,Besar,2022-01-01
EMP-0992,Perkebunan & Agribisnis,Sulawesi Selatan,Besar,2022-01-01
EMP-0993,Perkebunan & Agribisnis,Sulawesi Selatan,Besar,2022-01-01
EMP-0994,Perkebunan & Agribisnis,Sulawesi Selatan,Besar,2022-01-01
EMP-0995,Perkebunan & Agribisnis,Sulawesi Selatan,Besar,2022-01-01
EMP-0996,Perkebunan & Agribisnis,Sulawesi Selatan,Besar,2022-01-01
EMP-0997,Perkebunan & Agribisnis,Sulawesi Selatan,Besar,2022-01-01
EMP-0998,Perkebunan & Agribisnis,Sulawesi Selatan,Besar,2022-01-01
EMP-0999,Perkebunan & Agribisnis,Sulawesi Selatan,Besar,2022-01-01
EMP-1000,Perkebunan & Agribisnis,Sulawesi Selatan,Besar,2022-01-01
EMP-1001,Perkebunan & Agribisnis,Sulawesi Selatan,Besar,2022-01-01
EMP-1002,Perkebunan & Agribisnis,Sulawesi Selatan,Besar,2022-01-01
EMP-1003,Perkebunan & Agribisnis,Sulawesi Selatan,Besar,2022-01-01
EMP-1004,Perkebunan & Agribisnis,Sulawesi Selatan,Besar,2022-01-01
EMP-1005,Perkebunan & Agribisnis,Sulawesi Selatan,Besar,2022-01-01
EMP-1006,Perkebunan & Agribisnis,Sulawesi Selatan,Besar,2022-01-01
EMP-1007,Perkebunan & Agribisnis,Sulawesi Selatan,Besar,2022-01-01
EMP-1008,Perkebunan & Agribisnis,Sulawesi Selatan,Besar,2022-01-01
EMP-1009,Perkebunan & Agribisnis,Sulawesi Selatan,Besar,2025-11-01
EMP-1010,Perkebunan & Agribisnis,Sulawesi Selatan,Besar,2022-01-01
EMP-1011,Perkebunan & Agribisnis,Sulawesi Selatan,Besar,2022-01-01
EMP-1012,Perkebunan & Agribisnis,Sulawesi Selatan,Besar,2022-01-01
EMP-1013,Perkebunan & Agribisnis,Sulawesi Selatan,Besar,2022-01-01
EMP-1014,Perkebunan & Agribisnis,Sulawesi Selatan,Besar,2022-01-01
EMP-1015,Perkebunan & Agribisnis,Sulawesi Selatan,Besar,2022-01-01
EMP-1016,Perkebunan & Agribisnis,Sulawesi Selatan,Besar,2022-01-01
EMP-1017,Perkebunan & Agribisnis,Sulawesi Selatan,Besar,2022-01-01
EMP-1018,Perkebunan & Agribisnis,Sulawesi Selatan,Besar,2022-01-01
EMP-1019,Perkebunan & Agribisnis,Sulawesi Selatan,Besar,2022-01-01
EMP-1020,Perkebunan & Agribisnis,Sulawesi Selatan,Besar,2022-01-01
