rank,employer_id,sektor,wilayah,skala,status_A,score_A,status_B,score_B,status_C,score_C,coverage,composite_score,max_module_score,n_flags,band,summary
215,EMP-0396,Perdagangan & Ritel,Jawa Barat,Besar,NORMAL,0.0,NOT_CANDIDATE,0.0,ONE_OFF_GAP,0.49,3,0.163,0.49,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
216,EMP-0405,Perdagangan & Ritel,Jawa Barat,Besar,NORMAL,0.0,NOT_CANDIDATE,0.0,ONE_OFF_GAP,0.49,3,0.163,0.49,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
217,EMP-0406,Perdagangan & Ritel,Jawa Barat,Besar,NORMAL,0.0,NOT_CANDIDATE,0.0,ONE_OFF_GAP,0.49,3,0.163,0.49,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
218,EMP-0409,Perdagangan & Ritel,Jawa Timur,Kecil,NORMAL,0.0,NORMAL,0.0,ONE_OFF_GAP,0.49,3,0.163,0.49,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
219,EMP-0438,Perdagangan & Ritel,Jawa Timur,Kecil,NORMAL,0.0,NORMAL,0.0,ONE_OFF_GAP,0.49,3,0.163,0.49,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
220,EMP-0444,Perdagangan & Ritel,Sumatera Utara,Menengah,NORMAL,0.0,NORMAL,0.0,ONE_OFF_GAP,0.49,3,0.163,0.49,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
221,EMP-0447,Perdagangan & Ritel,Sumatera Utara,Menengah,NORMAL,0.0,NORMAL,0.0,ONE_OFF_GAP,0.49,3,0.163,0.49,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
222,EMP-0455,Perdagangan & Ritel,Sumatera Utara,Menengah,NORMAL,0.0,NORMAL,0.0,ONE_OFF_GAP,0.49,3,0.163,0.49,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
223,EMP-0459,Perdagangan & Ritel,Sumatera Utara,Menengah,NORMAL,0.0,NORMAL,0.0,ONE_OFF_GAP,0.49,3,0.163,0.49,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
224,EMP-0464,Perdagangan & Ritel,Sumatera Utara,Menengah,NORMAL,0.0,NORMAL,0.0,ONE_OFF_GAP,0.49,3,0.163,0.49,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
225,EMP-0466,Perdagangan & Ritel,Sumatera Utara,Menengah,NORMAL,0.0,NORMAL,0.0,ONE_OFF_GAP,0.49,3,0.163,0.49,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
226,EMP-0469,Perdagangan & Ritel,Sumatera Utara,Menengah,NORMAL,0.0,NORMAL,0.0,ONE_OFF_GAP,0.49,3,0.163,0.49,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
227,EMP-0474,Perdagangan & Ritel,Sumatera Utara,Menengah,NORMAL,0.0,NORMAL,0.0,ONE_OFF_GAP,0.49,3,0.163,0.49,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
228,EMP-0485,Perdagangan & Ritel,Sulawesi Selatan,Besar,NORMAL,0.0,NORMAL,0.0,ONE_OFF_GAP,0.49,3,0.163,0.49,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
229,EMP-0504,Perdagangan & Ritel,Sulawesi Selatan,Besar,NORMAL,0.0,NORMAL,0.0,ONE_OFF_GAP,0.49,3,0.163,0.49,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
230,EMP-0512,Jasa Keuangan,DKI Jakarta,Kecil,NORMAL,0.0,NORMAL,0.0,ONE_OFF_GAP,0.49,3,0.163,0.49,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
231,EMP-0541,Jasa Keuangan,DKI Jakarta,Kecil,NORMAL,0.0,NOT_CANDIDATE,0.0,ONE_OFF_GAP,0.49,3,0.163,0.49,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
232,EMP-0542,Jasa Keuangan,DKI Jakarta,Kecil,NORMAL,0.0,NORMAL,0.0,ONE_OFF_GAP,0.49,3,0.163,0.49,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
233,EMP-0548,Jasa Keuangan,Jawa Barat,Menengah,NORMAL,0.0,NOT_CANDIDATE,0.0,ONE_OFF_GAP,0.49,3,0.163,0.49,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
234,EMP-0552,Jasa Keuangan,Jawa Barat,Menengah,NORMAL,0.0,NOT_CANDIDATE,0.0,ONE_OFF_GAP,0.49,3,0.163,0.49,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
235,EMP-0555,Jasa Keuangan,Jawa Barat,Menengah,NORMAL,0.0,NOT_CANDIDATE,0.0,ONE_OFF_GAP,0.49,3,0.163,0.49,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
236,EMP-0556,Jasa Keuangan,Jawa Barat,Menengah,NORMAL,0.0,NOT_CANDIDATE,0.0,ONE_OFF_GAP,0.49,3,0.163,0.49,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
237,EMP-0557,Jasa Keuangan,Jawa Barat,Menengah,NORMAL,0.0,NOT_CANDIDATE,0.0,ONE_OFF_GAP,0.49,3,0.163,0.49,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
238,EMP-0559,Jasa Keuangan,Jawa Barat,Menengah,NORMAL,0.0,NOT_CANDIDATE,0.0,ONE_OFF_GAP,0.49,3,0.163,0.49,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
239,EMP-0569,Jasa Keuangan,Jawa Barat,Menengah,NORMAL,0.0,NOT_CANDIDATE,0.0,ONE_OFF_GAP,0.49,3,0.163,0.49,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
240,EMP-0571,Jasa Keuangan,Jawa Barat,Menengah,NORMAL,0.0,NOT_CANDIDATE,0.0,ONE_OFF_GAP,0.49,3,0.163,0.49,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
241,EMP-0572,Jasa Keuangan,Jawa Barat,Menengah,NORMAL,0.0,NOT_CANDIDATE,0.0,ONE_OFF_GAP,0.49,3,0.163,0.49,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
242,EMP-0573,Jasa Keuangan,Jawa Barat,Menengah,NORMAL,0.0,NOT_CANDIDATE,0.0,ONE_OFF_GAP,0.49,3,0.163,0.49,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
243,EMP-0586,Jasa Keuangan,Jawa Timur,Besar,NORMAL,0.0,NOT_CANDIDATE,0.0,ONE_OFF_GAP,0.49,3,0.163,0.49,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
244,EMP-0588,Jasa Keuangan,Jawa Timur,Besar,NORMAL,0.0,NOT_CANDIDATE,0.0,ONE_OFF_GAP,0.49,3,0.163,0.49,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
245,EMP-0589,Jasa Keuangan,Jawa Timur,Besar,NORMAL,0.0,NOT_CANDIDATE,0.0,ONE_OFF_GAP,0.49,3,0.163,0.49,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
246,EMP-0593,Jasa Keuangan,Jawa Timur,Besar,NORMAL,0.0,NOT_CANDIDATE,0.0,ONE_OFF_GAP,0.49,3,0.163,0.49,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
247,EMP-0596,Jasa Keuangan,Jawa Timur,Besar,NORMAL,0.0,NOT_CANDIDATE,0.0,ONE_OFF_GAP,0.49,3,0.163,0.49,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
248,EMP-0597,Jasa Keuangan,Jawa Timur,Besar,NORMAL,0.0,NOT_CANDIDATE,0.0,ONE_OFF_GAP,0.49,3,0.163,0.49,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
249,EMP-0615,Jasa Keuangan,Sumatera Utara,Kecil,NORMAL,0.0,NOT_CANDIDATE,0.0,ONE_OFF_GAP,0.49,3,0.163,0.49,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
250,EMP-0616,Jasa Keuangan,Sumatera Utara,Kecil,NORMAL,0.0,NOT_CANDIDATE,0.0,ONE_OFF_GAP,0.49,3,0.163,0.49,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
251,EMP-0619,Jasa Keuangan,Sumatera Utara,Kecil,NORMAL,0.0,NOT_CANDIDATE,0.0,ONE_OFF_GAP,0.49,3,0.163,0.49,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
252,EMP-0622,Jasa Keuangan,Sumatera Utara,Kecil,NORMAL,0.0,NOT_CANDIDATE,0.0,ONE_OFF_GAP,0.49,3,0.163,0.49,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
253,EMP-0628,Jasa Keuangan,Sumatera Utara,Kecil,NORMAL,0.0,NOT_CANDIDATE,0.0,ONE_OFF_GAP,0.49,3,0.163,0.49,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
254,EMP-0629,Jasa Keuangan,Sumatera Utara,Kecil,NORMAL,0.0,NOT_CANDIDATE,0.0,ONE_OFF_GAP,0.49,3,0.163,0.49,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
255,EMP-0635,Jasa Keuangan,Sumatera Utara,Kecil,NORMAL,0.0,NOT_CANDIDATE,0.0,ONE_OFF_GAP,0.49,3,0.163,0.49,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
256,EMP-0654,Jasa Keuangan,Sulawesi Selatan,Menengah,NORMAL,0.0,NOT_CANDIDATE,0.0,ONE_OFF_GAP,0.49,3,0.163,0.49,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
257,EMP-0655,Jasa Keuangan,Sulawesi Selatan,Menengah,NORMAL,0.0,NOT_CANDIDATE,0.0,ONE_OFF_GAP,0.49,3,0.163,0.49,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
258,EMP-0657,Jasa Keuangan,Sulawesi Selatan,Menengah,NORMAL,0.0,NOT_CANDIDATE,0.0,ONE_OFF_GAP,0.49,3,0.163,0.49,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
259,EMP-0663,Jasa Keuangan,Sulawesi Selatan,Menengah,NORMAL,0.0,NOT_CANDIDATE,0.0,ONE_OFF_GAP,0.49,3,0.163,0.49,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
260,EMP-0664,Jasa Keuangan,Sulawesi Selatan,Menengah,NORMAL,0.0,NOT_CANDIDATE,0.0,ONE_OFF_GAP,0.49,3,0.163,0.49,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
261,EMP-0666,Jasa Keuangan,Sulawesi Selatan,Menengah,NORMAL,0.0,NOT_CANDIDATE,0.0,ONE_OFF_GAP,0.49,3,0.163,0.49,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
262,EMP-0669,Jasa Keuangan,Sulawesi Selatan,Menengah,NORMAL,0.0,NOT_CANDIDATE,0.0,ONE_OFF_GAP,0.49,3,0.163,0.49,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
263,EMP-0671,Jasa Keuangan,Sulawesi Selatan,Menengah,NORMAL,0.0,NOT_CANDIDATE,0.0,ONE_OFF_GAP,0.49,3,0.163,0.49,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
264,EMP-0676,Jasa Keuangan,Sulawesi Selatan,Menengah,NORMAL,0.0,NOT_CANDIDATE,0.0,ONE_OFF_GAP,0.49,3,0.163,0.49,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
265,EMP-0678,Jasa Keuangan,Sulawesi Selatan,Menengah,NORMAL,0.0,NOT_CANDIDATE,0.0,ONE_OFF_GAP,0.49,3,0.163,0.49,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
266,EMP-0680,Jasa Keuangan,Sulawesi Selatan,Menengah,NORMAL,0.0,NOT_CANDIDATE,0.0,ONE_OFF_GAP,0.49,3,0.163,0.49,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
267,EMP-0681,Teknologi & Digital,DKI Jakarta,Besar,NORMAL,0.0,NOT_CANDIDATE,0.0,ONE_OFF_GAP,0.49,3,0.163,0.49,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
268,EMP-0682,Teknologi & Digital,DKI Jakarta,Besar,NORMAL,0.0,NOT_CANDIDATE,0.0,ONE_OFF_GAP,0.49,3,0.163,0.49,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
269,EMP-0683,Teknologi & Digital,DKI Jakarta,Besar,NORMAL,0.0,NOT_CANDIDATE,0.0,ONE_OFF_GAP,0.49,3,0.163,0.49,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
270,EMP-0685,Teknologi & Digital,DKI Jakarta,Besar,NORMAL,0.0,NOT_CANDIDATE,0.0,ONE_OFF_GAP,0.49,3,0.163,0.49,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
271,EMP-0688,Teknologi & Digital,DKI Jakarta,Besar,NORMAL,0.0,NOT_CANDIDATE,0.0,ONE_OFF_GAP,0.49,3,0.163,0.49,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
272,EMP-0691,Teknologi & Digital,DKI Jakarta,Besar,NORMAL,0.0,NOT_CANDIDATE,0.0,ONE_OFF_GAP,0.49,3,0.163,0.49,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
273,EMP-0692,Teknologi & Digital,DKI Jakarta,Besar,NORMAL,0.0,NOT_CANDIDATE,0.0,ONE_OFF_GAP,0.49,3,0.163,0.49,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
274,EMP-0694,Teknologi & Digital,DKI Jakarta,Besar,NORMAL,0.0,NOT_CANDIDATE,0.0,ONE_OFF_GAP,0.49,3,0.163,0.49,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
275,EMP-0706,Teknologi & Digital,DKI Jakarta,Besar,NORMAL,0.0,NOT_CANDIDATE,0.0,ONE_OFF_GAP,0.49,3,0.163,0.49,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
276,EMP-0707,Teknologi & Digital,DKI Jakarta,Besar,NORMAL,0.0,NOT_CANDIDATE,0.0,ONE_OFF_GAP,0.49,3,0.163,0.49,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
277,EMP-0708,Teknologi & Digital,DKI Jakarta,Besar,NORMAL,0.0,NOT_CANDIDATE,0.0,ONE_OFF_GAP,0.49,3,0.163,0.49,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
278,EMP-0710,Teknologi & Digital,DKI Jakarta,Besar,NORMAL,0.0,NOT_CANDIDATE,0.0,ONE_OFF_GAP,0.49,3,0.163,0.49,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
279,EMP-0718,Teknologi & Digital,Jawa Barat,Kecil,NORMAL,0.0,NOT_CANDIDATE,0.0,ONE_OFF_GAP,0.49,3,0.163,0.49,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
280,EMP-0722,Teknologi & Digital,Jawa Barat,Kecil,NORMAL,0.0,NOT_CANDIDATE,0.0,ONE_OFF_GAP,0.49,3,0.163,0.49,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
281,EMP-0723,Teknologi & Digital,Jawa Barat,Kecil,NORMAL,0.0,NOT_CANDIDATE,0.0,ONE_OFF_GAP,0.49,3,0.163,0.49,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
282,EMP-0724,Teknologi & Digital,Jawa Barat,Kecil,NORMAL,0.0,NOT_CANDIDATE,0.0,ONE_OFF_GAP,0.49,3,0.163,0.49,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
283,EMP-0727,Teknologi & Digital,Jawa Barat,Kecil,NORMAL,0.0,NOT_CANDIDATE,0.0,ONE_OFF_GAP,0.49,3,0.163,0.49,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
284,EMP-0731,Teknologi & Digital,Jawa Barat,Kecil,NORMAL,0.0,NOT_CANDIDATE,0.0,ONE_OFF_GAP,0.49,3,0.163,0.49,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
285,EMP-0736,Teknologi & Digital,Jawa Barat,Kecil,NORMAL,0.0,NOT_CANDIDATE,0.0,ONE_OFF_GAP,0.49,3,0.163,0.49,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
286,EMP-0742,Teknologi & Digital,Jawa Barat,Kecil,EXPLAINED_BY_RESIGN,0.0,NOT_CANDIDATE,0.0,ONE_OFF_GAP,0.49,3,0.163,0.49,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
287,EMP-0744,Teknologi & Digital,Jawa Barat,Kecil,NORMAL,0.0,NOT_CANDIDATE,0.0,ONE_OFF_GAP,0.49,3,0.163,0.49,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
288,EMP-0749,Teknologi & Digital,Jawa Timur,Menengah,NORMAL,0.0,NOT_CANDIDATE,0.0,ONE_OFF_GAP,0.49,3,0.163,0.49,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
289,EMP-0752,Teknologi & Digital,Jawa Timur,Menengah,NORMAL,0.0,NOT_CANDIDATE,0.0,ONE_OFF_GAP,0.49,3,0.163,0.49,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
290,EMP-0763,Teknologi & Digital,Jawa Timur,Menengah,NORMAL,0.0,NOT_CANDIDATE,0.0,ONE_OFF_GAP,0.49,3,0.163,0.49,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
291,EMP-0765,Teknologi & Digital,Jawa Timur,Menengah,NORMAL,0.0,NOT_CANDIDATE,0.0,ONE_OFF_GAP,0.49,3,0.163,0.49,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
292,EMP-0768,Teknologi & Digital,Jawa Timur,Menengah,NORMAL,0.0,NOT_CANDIDATE,0.0,ONE_OFF_GAP,0.49,3,0.163,0.49,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
293,EMP-0785,Teknologi & Digital,Sumatera Utara,Besar,NORMAL,0.0,NOT_CANDIDATE,0.0,ONE_OFF_GAP,0.49,3,0.163,0.49,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
294,EMP-0787,Teknologi & Digital,Sumatera Utara,Besar,NORMAL,0.0,NOT_CANDIDATE,0.0,ONE_OFF_GAP,0.49,3,0.163,0.49,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
295,EMP-0794,Teknologi & Digital,Sumatera Utara,Besar,NORMAL,0.0,NOT_CANDIDATE,0.0,ONE_OFF_GAP,0.49,3,0.163,0.49,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
296,EMP-0796,Teknologi & Digital,Sumatera Utara,Besar,NORMAL,0.0,NOT_CANDIDATE,0.0,ONE_OFF_GAP,0.49,3,0.163,0.49,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
297,EMP-0797,Teknologi & Digital,Sumatera Utara,Besar,NORMAL,0.0,NOT_CANDIDATE,0.0,ONE_OFF_GAP,0.49,3,0.163,0.49,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
298,EMP-0799,Teknologi & Digital,Sumatera Utara,Besar,NORMAL,0.0,NOT_CANDIDATE,0.0,ONE_OFF_GAP,0.49,3,0.163,0.49,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
299,EMP-0801,Teknologi & Digital,Sumatera Utara,Besar,NORMAL,0.0,NOT_CANDIDATE,0.0,ONE_OFF_GAP,0.49,3,0.163,0.49,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
300,EMP-0812,Teknologi & Digital,Sumatera Utara,Besar,NORMAL,0.0,NOT_CANDIDATE,0.0,ONE_OFF_GAP,0.49,3,0.163,0.49,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
301,EMP-0818,Teknologi & Digital,Sulawesi Selatan,Kecil,NORMAL,0.0,NOT_CANDIDATE,0.0,ONE_OFF_GAP,0.49,3,0.163,0.49,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
302,EMP-0821,Teknologi & Digital,Sulawesi Selatan,Kecil,NORMAL,0.0,NOT_CANDIDATE,0.0,ONE_OFF_GAP,0.49,3,0.163,0.49,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
303,EMP-0823,Teknologi & Digital,Sulawesi Selatan,Kecil,NORMAL,0.0,NOT_CANDIDATE,0.0,ONE_OFF_GAP,0.49,3,0.163,0.49,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
304,EMP-0826,Teknologi & Digital,Sulawesi Selatan,Kecil,NORMAL,0.0,NOT_CANDIDATE,0.0,ONE_OFF_GAP,0.49,3,0.163,0.49,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
305,EMP-0829,Teknologi & Digital,Sulawesi Selatan,Kecil,NORMAL,0.0,NOT_CANDIDATE,0.0,ONE_OFF_GAP,0.49,3,0.163,0.49,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
306,EMP-0836,Teknologi & Digital,Sulawesi Selatan,Kecil,NORMAL,0.0,NOT_CANDIDATE,0.0,ONE_OFF_GAP,0.49,3,0.163,0.49,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
307,EMP-0840,Teknologi & Digital,Sulawesi Selatan,Kecil,NORMAL,0.0,NOT_CANDIDATE,0.0,ONE_OFF_GAP,0.49,3,0.163,0.49,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
308,EMP-0841,Teknologi & Digital,Sulawesi Selatan,Kecil,NORMAL,0.0,NOT_CANDIDATE,0.0,ONE_OFF_GAP,0.49,3,0.163,0.49,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
309,EMP-0843,Teknologi & Digital,Sulawesi Selatan,Kecil,NORMAL,0.0,NOT_CANDIDATE,0.0,ONE_OFF_GAP,0.49,3,0.163,0.49,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
310,EMP-0844,Teknologi & Digital,Sulawesi Selatan,Kecil,NORMAL,0.0,NOT_CANDIDATE,0.0,ONE_OFF_GAP,0.49,3,0.163,0.49,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
311,EMP-0846,Teknologi & Digital,Sulawesi Selatan,Kecil,NORMAL,0.0,NOT_CANDIDATE,0.0,ONE_OFF_GAP,0.49,3,0.163,0.49,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
312,EMP-0850,Teknologi & Digital,Sulawesi Selatan,Kecil,NORMAL,0.0,NOT_CANDIDATE,0.0,ONE_OFF_GAP,0.49,3,0.163,0.49,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
313,EMP-0861,Perkebunan & Agribisnis,DKI Jakarta,Menengah,NORMAL,0.0,NORMAL,0.0,ONE_OFF_GAP,0.49,3,0.163,0.49,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
314,EMP-0893,Perkebunan & Agribisnis,Jawa Barat,Besar,NORMAL,0.0,NOT_CANDIDATE,0.0,ONE_OFF_GAP,0.49,3,0.163,0.49,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
315,EMP-0911,Perkebunan & Agribisnis,Jawa Barat,Besar,NORMAL,0.0,NOT_CANDIDATE,0.0,ONE_OFF_GAP,0.49,3,0.163,0.49,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
316,EMP-0917,Perkebunan & Agribisnis,Jawa Barat,Besar,NORMAL,0.0,NOT_CANDIDATE,0.0,ONE_OFF_GAP,0.49,3,0.163,0.49,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
317,EMP-0925,Perkebunan & Agribisnis,Jawa Timur,Kecil,NORMAL,0.0,NORMAL,0.0,ONE_OFF_GAP,0.49,3,0.163,0.49,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
318,EMP-0929,Perkebunan & Agribisnis,Jawa Timur,Kecil,NORMAL,0.0,NORMAL,0.0,ONE_OFF_GAP,0.49,3,0.163,0.49,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
319,EMP-0936,Perkebunan & Agribisnis,Jawa Timur,Kecil,NORMAL,0.0,NORMAL,0.0,ONE_OFF_GAP,0.49,3,0.163,0.49,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
320,EMP-0940,Perkebunan & Agribisnis,Jawa Timur,Kecil,NORMAL,0.0,NORMAL,0.0,ONE_OFF_GAP,0.49,3,0.163,0.49,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
321,EMP-0944,Perkebunan & Agribisnis,Jawa Timur,Kecil,NORMAL,0.0,NORMAL,0.0,ONE_OFF_GAP,0.49,3,0.163,0.49,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
322,EMP-0955,Perkebunan & Agribisnis,Sumatera Utara,Menengah,NORMAL,0.0,NORMAL,0.0,ONE_OFF_GAP,0.49,3,0.163,0.49,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
323,EMP-0961,Perkebunan & Agribisnis,Sumatera Utara,Menengah,NORMAL,0.0,NORMAL,0.0,ONE_OFF_GAP,0.49,3,0.163,0.49,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
324,EMP-0967,Perkebunan & Agribisnis,Sumatera Utara,Menengah,NORMAL,0.0,NORMAL,0.0,ONE_OFF_GAP,0.49,3,0.163,0.49,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
325,EMP-0969,Perkebunan & Agribisnis,Sumatera Utara,Menengah,NORMAL,0.0,NORMAL,0.0,ONE_OFF_GAP,0.49,3,0.163,0.49,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
326,EMP-0972,Perkebunan & Agribisnis,Sumatera Utara,Menengah,NORMAL,0.0,NORMAL,0.0,ONE_OFF_GAP,0.49,3,0.163,0.49,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
327,EMP-0973,Perkebunan & Agribisnis,Sumatera Utara,Menengah,NORMAL,0.0,NORMAL,0.0,ONE_OFF_GAP,0.49,3,0.163,0.49,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
328,EMP-0977,Perkebunan & Agribisnis,Sumatera Utara,Menengah,NORMAL,0.0,NORMAL,0.0,ONE_OFF_GAP,0.49,3,0.163,0.49,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
329,EMP-0978,Perkebunan & Agribisnis,Sumatera Utara,Menengah,NORMAL,0.0,NORMAL,0.0,ONE_OFF_GAP,0.49,3,0.163,0.49,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
330,EMP-0982,Perkebunan & Agribisnis,Sumatera Utara,Menengah,NORMAL,0.0,NORMAL,0.0,ONE_OFF_GAP,0.49,3,0.163,0.49,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
331,EMP-0988,Perkebunan & Agribisnis,Sulawesi Selatan,Besar,NORMAL,0.0,NORMAL,0.0,ONE_OFF_GAP,0.49,3,0.163,0.49,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
332,EMP-1000,Perkebunan & Agribisnis,Sulawesi Selatan,Besar,NORMAL,0.0,NORMAL,0.0,ONE_OFF_GAP,0.49,3,0.163,0.49,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
333,EMP-1020,Perkebunan & Agribisnis,Sulawesi Selatan,Besar,NORMAL,0.0,NORMAL,0.0,ONE_OFF_GAP,0.49,3,0.163,0.49,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
334,EMP-0494,Perdagangan & Ritel,Sulawesi Selatan,Besar,NORMAL,0.0,NORMAL,0.411,NORMAL,0.0,3,0.137,0.411,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
335,EMP-0123,Manufaktur,Sumatera Utara,Kecil,NORMAL,0.0,NORMAL,0.391,NORMAL,0.0,3,0.13,0.391,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
