employer_id,periode,jumlah_peserta_aktif
EMP-0483,2025-11,725
EMP-0483,2025-12,707
EMP-0484,2025-01,673
EMP-0484,2025-02,670
EMP-0484,2025-03,672
EMP-0484,2025-04,671
EMP-0484,2025-05,669
EMP-0484,2025-06,670
EMP-0484,2025-07,684
EMP-0484,2025-08,681
EMP-0484,2025-09,673
EMP-0484,2025-10,669
EMP-0484,2025-11,677
EMP-0484,2025-12,696
EMP-0485,2025-01,321
EMP-0485,2025-02,322
EMP-0485,2025-03,324
EMP-0485,2025-04,318
EMP-0485,2025-05,318
EMP-0485,2025-06,309
EMP-0485,2025-07,298
EMP-0485,2025-08,300
EMP-0485,2025-09,298
EMP-0485,2025-10,299
EMP-0485,2025-11,299
EMP-0485,2025-12,293
EMP-0486,2025-01,332
EMP-0486,2025-02,324
EMP-0486,2025-03,333
EMP-0486,2025-04,324
EMP-0486,2025-05,323
EMP-0486,2025-06,316
EMP-0486,2025-07,320
EMP-0486,2025-08,318
EMP-0486,2025-09,315
EMP-0486,2025-10,320
EMP-0486,2025-11,320
EMP-0486,2025-12,323
EMP-0487,2025-01,568
EMP-0487,2025-02,552
EMP-0487,2025-03,553
EMP-0487,2025-04,549
EMP-0487,2025-05,556
EMP-0487,2025-06,555
EMP-0487,2025-07,557
EMP-0487,2025-08,539
EMP-0487,2025-09,559
EMP-0487,2025-10,557
EMP-0487,2025-11,565
EMP-0487,2025-12,556
EMP-0488,2025-01,877
EMP-0488,2025-02,854
EMP-0488,2025-03,862
EMP-0488,2025-04,856
EMP-0488,2025-05,856
EMP-0488,2025-06,868
EMP-0488,2025-07,847
EMP-0488,2025-08,835
EMP-0488,2025-09,843
EMP-0488,2025-10,878
EMP-0488,2025-11,876
EMP-0488,2025-12,886
EMP-0489,2025-01,400
EMP-0489,2025-02,416
EMP-0489,2025-03,401
EMP-0489,2025-04,402
EMP-0489,2025-05,389
EMP-0489,2025-06,369
EMP-0489,2025-07,371
EMP-0489,2025-08,372
EMP-0489,2025-09,370
EMP-0489,2025-10,369
EMP-0489,2025-11,392
EMP-0489,2025-12,390
EMP-0490,2025-01,320
EMP-0490,2025-02,316
EMP-0490,2025-03,318
EMP-0490,2025-04,316
EMP-0490,2025-05,313
EMP-0490,2025-06,324
EMP-0490,2025-07,332
EMP-0490,2025-08,333
EMP-0490,2025-09,318
EMP-0490,2025-10,316
EMP-0490,2025-11,333
EMP-0490,2025-12,331
EMP-0491,2025-01,387
EMP-0491,2025-02,398
EMP-0491,2025-03,400
EMP-0491,2025-04,393
EMP-0491,2025-05,374
EMP-0491,2025-06,379
EMP-0491,2025-07,373
EMP-0491,2025-08,374
EMP-0491,2025-09,365
EMP-0491,2025-10,363
EMP-0491,2025-11,363
EMP-0491,2025-12,365
EMP-0492,2025-01,519
EMP-0492,2025-02,531
EMP-0492,2025-03,525
EMP-0492,2025-04,507
EMP-0492,2025-05,506
EMP-0492,2025-06,261
EMP-0492,2025-07,254
EMP-0492,2025-08,263
EMP-0492,2025-09,267
EMP-0492,2025-10,260
EMP-0492,2025-11,256
EMP-0492,2025-12,262
EMP-0493,2025-01,892
EMP-0493,2025-02,885
EMP-0493,2025-03,851
EMP-0493,2025-04,876
EMP-0493,2025-05,854
EMP-0493,2025-06,844
EMP-0493,2025-07,850
EMP-0493,2025-08,830
EMP-0493,2025-09,805
EMP-0493,2025-10,771
EMP-0493,2025-11,782
EMP-0493,2025-12,773
EMP-0494,2025-01,951
EMP-0494,2025-02,932
EMP-0494,2025-03,915
EMP-0494,2025-04,905
EMP-0494,2025-05,909
EMP-0494,2025-06,900
EMP-0494,2025-07,911
EMP-0494,2025-08,893
EMP-0494,2025-09,868
EMP-0494,2025-10,837
EMP-0494,2025-11,800
EMP-0494,2025-12,792
EMP-0495,2025-01,844
EMP-0495,2025-02,833
EMP-0495,2025-03,854
EMP-0495,2025-04,875
EMP-0495,2025-05,869
EMP-0495,2025-06,838
EMP-0495,2025-07,829
EMP-0495,2025-08,819
EMP-0495,2025-09,808
EMP-0495,2025-10,797
EMP-0495,2025-11,787
EMP-0495,2025-12,781
EMP-0496,2025-01,801
EMP-0496,2025-02,804
EMP-0496,2025-03,810
EMP-0496,2025-04,795
EMP-0496,2025-05,815
EMP-0496,2025-06,799
EMP-0496,2025-07,773
EMP-0496,2025-08,779
EMP-0496,2025-09,766
EMP-0496,2025-10,771
EMP-0496,2025-11,734
EMP-0496,2025-12,754
EMP-0497,2025-01,590
EMP-0497,2025-02,572
EMP-0497,2025-03,555
EMP-0497,2025-04,574
EMP-0497,2025-05,566
EMP-0497,2025-06,557
EMP-0497,2025-07,532
EMP-0497,2025-08,528
EMP-0497,2025-09,526
EMP-0497,2025-10,534
EMP-0497,2025-11,519
EMP-0497,2025-12,503
EMP-0498,2025-01,646
EMP-0498,2025-02,659
EMP-0498,2025-03,638
EMP-0498,2025-04,652
EMP-0498,2025-05,652
EMP-0498,2025-06,666
EMP-0498,2025-07,665
EMP-0498,2025-08,631
EMP-0498,2025-09,629
EMP-0498,2025-10,642
EMP-0498,2025-11,631
EMP-0498,2025-12,626
EMP-0499,2025-01,858
EMP-0499,2025-02,808
EMP-0499,2025-03,835
EMP-0499,2025-04,820
EMP-0499,2025-05,828
EMP-0499,2025-06,827
EMP-0499,2025-07,848
EMP-0499,2025-08,855
EMP-0499,2025-09,851
EMP-0499,2025-10,836
EMP-0499,2025-11,849
EMP-0499,2025-12,817
EMP-0500,2025-01,803
EMP-0500,2025-02,785
EMP-0500,2025-03,805
EMP-0500,2025-04,808
EMP-0500,2025-05,818
EMP-0500,2025-06,819
EMP-0500,2025-07,790
EMP-0500,2025-08,776
EMP-0500,2025-09,377
EMP-0500,2025-10,371
EMP-0500,2025-11,360
EMP-0500,2025-12,385
EMP-0501,2025-01,540
EMP-0501,2025-02,531
EMP-0501,2025-03,532
EMP-0501,2025-04,507
EMP-0501,2025-05,524
EMP-0501,2025-06,529
EMP-0501,2025-07,542
EMP-0501,2025-08,525
EMP-0501,2025-09,538
EMP-0501,2025-10,562
EMP-0501,2025-11,547
EMP-0501,2025-12,555
EMP-0502,2025-01,714
EMP-0502,2025-02,692
EMP-0502,2025-03,699
EMP-0502,2025-04,711
EMP-0502,2025-05,702
EMP-0502,2025-06,718
EMP-0502,2025-07,694
EMP-0502,2025-08,673
EMP-0502,2025-09,675
EMP-0502,2025-10,675
EMP-0502,2025-11,665
EMP-0502,2025-12,676
EMP-0503,2025-01,775
EMP-0503,2025-02,788
EMP-0503,2025-03,786
EMP-0503,2025-04,795
EMP-0503,2025-05,788
EMP-0503,2025-06,820
EMP-0503,2025-07,807
EMP-0503,2025-08,841
EMP-0503,2025-09,842
EMP-0503,2025-10,819
EMP-0503,2025-11,841
EMP-0503,2025-12,843
EMP-0504,2025-01,884
EMP-0504,2025-02,906
EMP-0504,2025-03,912
EMP-0504,2025-04,901
EMP-0504,2025-05,919
EMP-0504,2025-06,919
EMP-0504,2025-07,932
EMP-0504,2025-08,892
EMP-0504,2025-09,900
EMP-0504,2025-10,889
EMP-0504,2025-11,918
EMP-0504,2025-12,929
EMP-0505,2025-01,693
EMP-0505,2025-02,700
EMP-0505,2025-03,686
EMP-0505,2025-04,708
EMP-0505,2025-05,736
EMP-0505,2025-06,742
EMP-0505,2025-07,766
EMP-0505,2025-08,757
EMP-0505,2025-09,745
EMP-0505,2025-10,746
EMP-0505,2025-11,752
EMP-0505,2025-12,746
EMP-0506,2025-01,355
EMP-0506,2025-02,357
EMP-0506,2025-03,350
EMP-0506,2025-04,354
EMP-0506,2025-05,360
EMP-0506,2025-06,361
EMP-0506,2025-07,369
EMP-0506,2025-08,360
EMP-0506,2025-09,363
EMP-0506,2025-10,355
EMP-0506,2025-11,347
EMP-0506,2025-12,343
EMP-0507,2025-01,360
EMP-0507,2025-02,356
EMP-0507,2025-03,354
EMP-0507,2025-04,360
EMP-0507,2025-05,358
EMP-0507,2025-06,347
EMP-0507,2025-07,355
EMP-0507,2025-08,349
EMP-0507,2025-09,349
EMP-0507,2025-10,352
EMP-0507,2025-11,353
EMP-0507,2025-12,361
EMP-0508,2025-01,822
EMP-0508,2025-02,808
EMP-0508,2025-03,843
EMP-0508,2025-04,846
EMP-0508,2025-05,844
EMP-0508,2025-06,860
EMP-0508,2025-07,864
EMP-0508,2025-08,487
EMP-0508,2025-09,510
EMP-0508,2025-10,516
EMP-0508,2025-11,509
EMP-0508,2025-12,502
EMP-0509,2025-01,480
EMP-0509,2025-02,466
EMP-0509,2025-03,448
EMP-0509,2025-04,443
EMP-0509,2025-05,429
EMP-0509,2025-06,425
EMP-0509,2025-07,429
EMP-0509,2025-08,421
EMP-0509,2025-09,409
EMP-0509,2025-10,410
EMP-0509,2025-11,417
EMP-0509,2025-12,403
EMP-0510,2025-01,701
EMP-0510,2025-02,712
EMP-0510,2025-03,726
EMP-0510,2025-04,744
EMP-0510,2025-05,777
EMP-0510,2025-06,771
EMP-0510,2025-07,773
EMP-0510,2025-08,767
EMP-0510,2025-09,767
EMP-0510,2025-10,791
EMP-0510,2025-11,770
EMP-0510,2025-12,757
EMP-0511,2025-01,44
EMP-0511,2025-02,45
EMP-0511,2025-03,45
EMP-0511,2025-04,46
EMP-0511,2025-05,46
EMP-0511,2025-06,47
EMP-0511,2025-07,47
EMP-0511,2025-08,48
EMP-0511,2025-09,51
EMP-0511,2025-10,52
EMP-0511,2025-11,52
EMP-0511,2025-12,53
EMP-0512,2025-01,29
EMP-0512,2025-02,30
EMP-0512,2025-03,30
EMP-0512,2025-04,30
EMP-0512,2025-05,29
EMP-0512,2025-06,30
EMP-0512,2025-07,31
EMP-0512,2025-08,31
EMP-0512,2025-09,31
EMP-0512,2025-10,30
EMP-0512,2025-11,30
EMP-0512,2025-12,30
EMP-0513,2025-01,42
EMP-0513,2025-02,41
EMP-0513,2025-03,40
EMP-0513,2025-04,39
EMP-0513,2025-05,38
EMP-0513,2025-06,39
EMP-0513,2025-07,40
EMP-0513,2025-08,40
EMP-0513,2025-09,41
EMP-0513,2025-10,41
EMP-0513,2025-11,41
EMP-0513,2025-12,41
EMP-0514,2025-01,36
EMP-0514,2025-02,35
EMP-0514,2025-03,35
EMP-0514,2025-04,35
EMP-0514,2025-05,36
EMP-0514,2025-06,36
EMP-0514,2025-07,36
EMP-0514,2025-08,35
EMP-0514,2025-09,35
EMP-0514,2025-10,36
EMP-0514,2025-11,35
EMP-0514,2025-12,35
EMP-0515,2025-01,44
EMP-0515,2025-02,43
EMP-0515,2025-03,42
EMP-0515,2025-04,42
EMP-0515,2025-05,41
EMP-0515,2025-06,41
EMP-0515,2025-07,40
EMP-0515,2025-08,41
EMP-0515,2025-09,43
EMP-0515,2025-10,42
EMP-0515,2025-11,42
EMP-0515,2025-12,41
EMP-0516,2025-01,41
EMP-0516,2025-02,40
EMP-0516,2025-03,40
EMP-0516,2025-04,39
EMP-0516,2025-05,39
EMP-0516,2025-06,38
EMP-0516,2025-07,39
EMP-0516,2025-08,38
EMP-0516,2025-09,38
EMP-0516,2025-10,38
EMP-0516,2025-11,38
EMP-0516,2025-12,38
EMP-0517,2025-01,40
EMP-0517,2025-02,40
EMP-0517,2025-03,41
EMP-0517,2025-04,40
EMP-0517,2025-05,41
EMP-0517,2025-06,42
EMP-0517,2025-07,41
EMP-0517,2025-08,40
EMP-0517,2025-09,40
EMP-0517,2025-10,40
EMP-0517,2025-11,41
EMP-0517,2025-12,41
EMP-0518,2025-01,21
EMP-0518,2025-02,21
EMP-0518,2025-03,21
EMP-0518,2025-04,21
EMP-0518,2025-05,21
EMP-0518,2025-06,21
EMP-0518,2025-07,21
EMP-0518,2025-08,21
EMP-0518,2025-09,21
EMP-0518,2025-10,21
EMP-0518,2025-11,21
EMP-0518,2025-12,21
EMP-0519,2025-01,35
EMP-0519,2025-02,35
EMP-0519,2025-03,34
EMP-0519,2025-04,34
EMP-0519,2025-05,35
EMP-0519,2025-06,34
EMP-0519,2025-07,33
EMP-0519,2025-08,32
EMP-0519,2025-09,32
EMP-0519,2025-10,32
EMP-0519,2025-11,32
EMP-0519,2025-12,31
EMP-0520,2025-01,42
EMP-0520,2025-02,41
EMP-0520,2025-03,41
EMP-0520,2025-04,42
EMP-0520,2025-05,41
EMP-0520,2025-06,40
EMP-0520,2025-07,41
EMP-0520,2025-08,40
EMP-0520,2025-09,41
EMP-0520,2025-10,41
EMP-0520,2025-11,41
EMP-0520,2025-12,41
EMP-0521,2025-01,34
EMP-0521,2025-02,34
EMP-0521,2025-03,34
EMP-0521,2025-04,33
EMP-0521,2025-05,33
EMP-0521,2025-06,33
EMP-0521,2025-07,33
EMP-0521,2025-08,32
EMP-0521,2025-09,33
EMP-0521,2025-10,34
EMP-0521,2025-11,35
EMP-0521,2025-12,35
EMP-0522,2025-01,55
EMP-0522,2025-02,57
EMP-0522,2025-03,57
EMP-0522,2025-04,56
EMP-0522,2025-05,56
EMP-0522,2025-06,57
EMP-0522,2025-07,57
EMP-0522,2025-08,58
EMP-0522,2025-09,59
EMP-0522,2025-10,58
EMP-0522,2025-11,57
EMP-0522,2025-12,58
EMP-0523,2025-01,29
EMP-0523,2025-02,29
EMP-0523,2025-03,28
EMP-0523,2025-04,28
EMP-0523,2025-05,28
EMP-0523,2025-06,28
EMP-0523,2025-07,28
EMP-0523,2025-08,27
EMP-0523,2025-09,28
EMP-0523,2025-10,29
EMP-0523,2025-11,28
EMP-0523,2025-12,29
EMP-0524,2025-01,38
EMP-0524,2025-02,38
EMP-0524,2025-03,38
EMP-0524,2025-04,37
EMP-0524,2025-05,38
EMP-0524,2025-06,38
EMP-0524,2025-07,38
EMP-0524,2025-08,37
EMP-0524,2025-09,36
EMP-0524,2025-10,35
EMP-0524,2025-11,35
EMP-0524,2025-12,34
EMP-0525,2025-01,24
EMP-0525,2025-02,25
EMP-0525,2025-03,26
EMP-0525,2025-04,26
EMP-0525,2025-05,26
EMP-0525,2025-06,27
EMP-0525,2025-07,27
EMP-0525,2025-08,27
EMP-0525,2025-09,26
EMP-0525,2025-10,26
EMP-0525,2025-11,26
EMP-0525,2025-12,26
EMP-0526,2025-01,58
EMP-0526,2025-02,58
EMP-0526,2025-03,58
EMP-0526,2025-04,55
EMP-0526,2025-05,55
EMP-0526,2025-06,56
EMP-0526,2025-07,55
EMP-0526,2025-08,55
EMP-0526,2025-09,54
EMP-0526,2025-10,54
EMP-0526,2025-11,54
EMP-0526,2025-12,53
EMP-0527,2025-01,46
EMP-0527,2025-02,47
EMP-0527,2025-03,46
EMP-0527,2025-04,46
EMP-0527,2025-05,46
EMP-0527,2025-06,47
EMP-0527,2025-07,45
EMP-0527,2025-08,46
EMP-0527,2025-09,45
EMP-0527,2025-10,45
EMP-0527,2025-11,47
EMP-0527,2025-12,47
EMP-0528,2025-01,19
EMP-0528,2025-02,18
EMP-0528,2025-03,19
EMP-0528,2025-04,18
EMP-0528,2025-05,18
EMP-0528,2025-06,18
EMP-0528,2025-07,19
EMP-0528,2025-08,19
EMP-0528,2025-09,19
EMP-0528,2025-10,19
EMP-0528,2025-11,19
EMP-0528,2025-12,19
EMP-0529,2025-01,20
EMP-0529,2025-02,20
EMP-0529,2025-03,20
EMP-0529,2025-04,20
EMP-0529,2025-05,20
EMP-0529,2025-06,20
EMP-0529,2025-07,20
EMP-0529,2025-08,20
EMP-0529,2025-09,20
EMP-0529,2025-10,20
EMP-0529,2025-11,20
EMP-0529,2025-12,20
EMP-0530,2025-01,20
EMP-0530,2025-02,20
EMP-0530,2025-03,20
EMP-0530,2025-04,20
EMP-0530,2025-05,20
EMP-0530,2025-06,20
EMP-0530,2025-07,20
EMP-0530,2025-08,20
EMP-0530,2025-09,20
EMP-0530,2025-10,20
EMP-0530,2025-11,21
EMP-0530,2025-12,21
EMP-0531,2025-01,20
EMP-0531,2025-02,21
EMP-0531,2025-03,21
EMP-0531,2025-04,21
EMP-0531,2025-05,20
EMP-0531,2025-06,20
EMP-0531,2025-07,20
EMP-0531,2025-08,20
EMP-0531,2025-09,20
EMP-0531,2025-10,20
EMP-0531,2025-11,20
EMP-0531,2025-12,19
EMP-0532,2025-01,43
EMP-0532,2025-02,44
EMP-0532,2025-03,42
EMP-0532,2025-04,43
EMP-0532,2025-05,42
EMP-0532,2025-06,43
EMP-0532,2025-07,43
EMP-0532,2025-08,43
EMP-0532,2025-09,43
EMP-0532,2025-10,44
EMP-0532,2025-11,43
EMP-0532,2025-12,44
EMP-0533,2025-01,21
EMP-0533,2025-02,21
EMP-0533,2025-03,22
EMP-0533,2025-04,22
EMP-0533,2025-05,22
EMP-0533,2025-06,22
EMP-0533,2025-07,23
EMP-0533,2025-08,23
EMP-0533,2025-09,23
EMP-0533,2025-10,24
EMP-0533,2025-11,24
EMP-0533,2025-12,23
EMP-0534,2025-01,38
EMP-0534,2025-02,38
EMP-0534,2025-03,39
EMP-0534,2025-04,39
EMP-0534,2025-05,40
EMP-0534,2025-06,39
EMP-0534,2025-07,39
EMP-0534,2025-08,39
EMP-0534,2025-09,39
EMP-0534,2025-10,39
EMP-0534,2025-11,40
EMP-0534,2025-12,40
EMP-0535,2025-01,23
EMP-0535,2025-02,23
EMP-0535,2025-03,23
EMP-0535,2025-04,23
EMP-0535,2025-05,23
EMP-0535,2025-06,23
EMP-0535,2025-07,23
EMP-0535,2025-08,23
EMP-0535,2025-09,23
EMP-0535,2025-10,24
EMP-0535,2025-11,23
EMP-0535,2025-12,23
EMP-0536,2025-01,53
EMP-0536,2025-02,52
EMP-0536,2025-03,51
EMP-0536,2025-04,52
EMP-0536,2025-05,50
EMP-0536,2025-06,50
EMP-0536,2025-07,52
EMP-0536,2025-08,50
EMP-0536,2025-09,48
EMP-0536,2025-10,47
EMP-0536,2025-11,48
EMP-0536,2025-12,49
EMP-0537,2025-01,18
EMP-0537,2025-02,18
EMP-0537,2025-03,19
EMP-0537,2025-04,20
EMP-0537,2025-05,20
EMP-0537,2025-06,19
EMP-0537,2025-07,19
EMP-0537,2025-08,19
EMP-0537,2025-09,19
EMP-0537,2025-10,19
EMP-0537,2025-11,19
EMP-0537,2025-12,19
EMP-0538,2025-01,52
EMP-0538,2025-02,53
EMP-0538,2025-03,53
EMP-0538,2025-04,53
EMP-0538,2025-05,54
EMP-0538,2025-06,54
EMP-0538,2025-07,56
EMP-0538,2025-08,54
EMP-0538,2025-09,53
EMP-0538,2025-10,53
EMP-0538,2025-11,53
EMP-0538,2025-12,54
EMP-0539,2025-01,50
EMP-0539,2025-02,49
EMP-0539,2025-03,50
EMP-0539,2025-04,51
EMP-0539,2025-05,49
EMP-0539,2025-06,49
EMP-0539,2025-07,47
EMP-0539,2025-08,46
EMP-0539,2025-09,45
EMP-0539,2025-10,46
EMP-0539,2025-11,46
EMP-0539,2025-12,45
EMP-0540,2025-01,51
EMP-0540,2025-02,50
EMP-0540,2025-03,50
EMP-0540,2025-04,49
EMP-0540,2025-05,49
EMP-0540,2025-06,49
EMP-0540,2025-07,50
EMP-0540,2025-08,51
EMP-0540,2025-09,51
EMP-0540,2025-10,51
EMP-0540,2025-11,51
EMP-0540,2025-12,51
EMP-0541,2025-01,36
EMP-0541,2025-02,36
EMP-0541,2025-03,35
EMP-0541,2025-04,35
EMP-0541,2025-05,35
EMP-0541,2025-06,35
EMP-0541,2025-07,34
EMP-0541,2025-08,35
EMP-0541,2025-09,35
EMP-0541,2025-10,35
EMP-0541,2025-11,34
EMP-0541,2025-12,33
EMP-0542,2025-01,58
EMP-0542,2025-02,58
EMP-0542,2025-03,57
EMP-0542,2025-04,58
EMP-0542,2025-05,57
EMP-0542,2025-06,59
EMP-0542,2025-07,61
EMP-0542,2025-08,60
EMP-0542,2025-09,59
EMP-0542,2025-10,56
EMP-0542,2025-11,54
EMP-0542,2025-12,53
EMP-0543,2025-01,22
EMP-0543,2025-02,22
EMP-0543,2025-03,21
EMP-0543,2025-04,21
EMP-0543,2025-05,21
EMP-0543,2025-06,21
EMP-0543,2025-07,20
EMP-0543,2025-08,20
EMP-0543,2025-09,19
EMP-0543,2025-10,19
EMP-0543,2025-11,19
EMP-0543,2025-12,19
EMP-0544,2025-01,40
EMP-0544,2025-02,40
EMP-0544,2025-03,38
EMP-0544,2025-04,38
EMP-0544,2025-05,38
EMP-0544,2025-06,39
EMP-0544,2025-07,38
EMP-0544,2025-08,38
EMP-0544,2025-09,37
EMP-0544,2025-10,36
EMP-0544,2025-11,35
EMP-0544,2025-12,36
EMP-0545,2025-01,148
EMP-0545,2025-02,148
EMP-0545,2025-03,147
EMP-0545,2025-04,143
EMP-0545,2025-05,143
EMP-0545,2025-06,145
EMP-0545,2025-07,141
EMP-0545,2025-08,143
EMP-0545,2025-09,141
EMP-0545,2025-10,140
EMP-0545,2025-11,141
EMP-0545,2025-12,139
EMP-0546,2025-01,230
EMP-0546,2025-02,229
EMP-0546,2025-03,230
EMP-0546,2025-04,219
EMP-0546,2025-05,211
EMP-0546,2025-06,214
EMP-0546,2025-07,218
EMP-0546,2025-08,214
EMP-0546,2025-09,213
EMP-0546,2025-10,214
EMP-0546,2025-11,217
EMP-0546,2025-12,208
EMP-0547,2025-01,165
EMP-0547,2025-02,164
EMP-0547,2025-03,166
EMP-0547,2025-04,174
EMP-0547,2025-05,173
EMP-0547,2025-06,168
EMP-0547,2025-07,169
EMP-0547,2025-08,173
EMP-0547,2025-09,173
EMP-0547,2025-10,170
EMP-0547,2025-11,173
EMP-0547,2025-12,175
EMP-0548,2025-01,239
EMP-0548,2025-02,241
EMP-0548,2025-03,246
EMP-0548,2025-04,252
EMP-0548,2025-05,252
EMP-0548,2025-06,250
EMP-0548,2025-07,256
EMP-0548,2025-08,250
EMP-0548,2025-09,252
EMP-0548,2025-10,245
EMP-0548,2025-11,250
EMP-0548,2025-12,249
EMP-0549,2025-01,75
EMP-0549,2025-02,76
EMP-0549,2025-03,74
EMP-0549,2025-04,76
EMP-0549,2025-05,78
EMP-0549,2025-06,79
EMP-0549,2025-07,78
EMP-0549,2025-08,78
EMP-0549,2025-09,78
EMP-0549,2025-10,77
EMP-0549,2025-11,80
EMP-0549,2025-12,80
EMP-0550,2025-01,126
EMP-0550,2025-02,127
EMP-0550,2025-03,126
EMP-0550,2025-04,126
EMP-0550,2025-05,125
EMP-0550,2025-06,127
EMP-0550,2025-07,130
EMP-0550,2025-08,131
EMP-0550,2025-09,130
EMP-0550,2025-10,130
EMP-0550,2025-11,130
EMP-0550,2025-12,128
EMP-0551,2025-01,215
EMP-0551,2025-02,217
EMP-0551,2025-03,224
EMP-0551,2025-04,230
EMP-0551,2025-05,227
EMP-0551,2025-06,231
EMP-0551,2025-07,227
EMP-0551,2025-08,230
EMP-0551,2025-09,228
EMP-0551,2025-10,223
EMP-0551,2025-11,224
EMP-0551,2025-12,212
EMP-0552,2025-01,134
EMP-0552,2025-02,134
EMP-0552,2025-03,134
EMP-0552,2025-04,133
EMP-0552,2025-05,129
EMP-0552,2025-06,127
EMP-0552,2025-07,128
EMP-0552,2025-08,129
EMP-0552,2025-09,129
EMP-0552,2025-10,132
EMP-0552,2025-11,133
EMP-0552,2025-12,131
EMP-0553,2025-01,149
EMP-0553,2025-02,145
EMP-0553,2025-03,145
EMP-0553,2025-04,148
EMP-0553,2025-05,150
EMP-0553,2025-06,154
EMP-0553,2025-07,153
EMP-0553,2025-08,157
EMP-0553,2025-09,156
EMP-0553,2025-10,161
EMP-0553,2025-11,161
EMP-0553,2025-12,163
EMP-0554,2025-01,89
EMP-0554,2025-02,89
EMP-0554,2025-03,89
EMP-0554,2025-04,91
EMP-0554,2025-05,91
EMP-0554,2025-06,89
EMP-0554,2025-07,93
EMP-0554,2025-08,92
EMP-0554,2025-09,92
EMP-0554,2025-10,94
EMP-0554,2025-11,93
EMP-0554,2025-12,91
EMP-0555,2025-01,208
EMP-0555,2025-02,201
EMP-0555,2025-03,200
EMP-0555,2025-04,201
EMP-0555,2025-05,200
EMP-0555,2025-06,194
EMP-0555,2025-07,200
EMP-0555,2025-08,200
EMP-0555,2025-09,206
EMP-0555,2025-10,205
EMP-0555,2025-11,201
EMP-0555,2025-12,202
EMP-0556,2025-01,188
EMP-0556,2025-02,184
EMP-0556,2025-03,189
EMP-0556,2025-04,187
EMP-0556,2025-05,180
EMP-0556,2025-06,185
EMP-0556,2025-07,183
EMP-0556,2025-08,181
EMP-0556,2025-09,175
EMP-0556,2025-10,181
EMP-0556,2025-11,176
EMP-0556,2025-12,176
EMP-0557,2025-01,116
EMP-0557,2025-02,117
EMP-0557,2025-03,117
EMP-0557,2025-04,113
EMP-0557,2025-05,111
EMP-0557,2025-06,111
EMP-0557,2025-07,109
EMP-0557,2025-08,109
EMP-0557,2025-09,110
EMP-0557,2025-10,112
EMP-0557,2025-11,109
EMP-0557,2025-12,114
EMP-0558,2025-01,101
EMP-0558,2025-02,101
EMP-0558,2025-03,103
EMP-0558,2025-04,108
EMP-0558,2025-05,105
EMP-0558,2025-06,105
EMP-0558,2025-07,100
EMP-0558,2025-08,100
EMP-0558,2025-09,101
EMP-0558,2025-10,101
EMP-0558,2025-11,100
EMP-0558,2025-12,96
EMP-0559,2025-01,230
EMP-0559,2025-02,237
EMP-0559,2025-03,234
EMP-0559,2025-04,236
EMP-0559,2025-05,229
EMP-0559,2025-06,231
EMP-0559,2025-07,229
EMP-0559,2025-08,226
EMP-0559,2025-09,223
EMP-0559,2025-10,221
EMP-0559,2025-11,223
EMP-0559,2025-12,217
EMP-0560,2025-01,182
EMP-0560,2025-02,182
EMP-0560,2025-03,178
EMP-0560,2025-04,184
EMP-0560,2025-05,181
EMP-0560,2025-06,179
EMP-0560,2025-07,175
EMP-0560,2025-08,181
EMP-0560,2025-09,183
EMP-0560,2025-10,180
EMP-0560,2025-11,184
EMP-0560,2025-12,185
EMP-0561,2025-01,118
EMP-0561,2025-02,117
EMP-0561,2025-03,115
EMP-0561,2025-04,116
EMP-0561,2025-05,115
EMP-0561,2025-06,119
EMP-0561,2025-07,116
EMP-0561,2025-08,120
EMP-0561,2025-09,120
EMP-0561,2025-10,121
EMP-0561,2025-11,123
EMP-0561,2025-12,121
EMP-0562,2025-01,89
EMP-0562,2025-02,84
EMP-0562,2025-03,83
EMP-0562,2025-04,81
EMP-0562,2025-05,79
EMP-0562,2025-06,79
EMP-0562,2025-07,80
EMP-0562,2025-08,81
EMP-0562,2025-09,81
EMP-0562,2025-10,80
EMP-0562,2025-11,81
EMP-0562,2025-12,81
EMP-0563,2025-01,152
EMP-0563,2025-02,154
EMP-0563,2025-03,154
EMP-0563,2025-04,151
EMP-0563,2025-05,149
EMP-0563,2025-06,147
EMP-0563,2025-07,146
EMP-0563,2025-08,147
EMP-0563,2025-09,149
EMP-0563,2025-10,149
EMP-0563,2025-11,149
EMP-0563,2025-12,149
EMP-0564,2025-01,200
EMP-0564,2025-02,196
EMP-0564,2025-03,189
EMP-0564,2025-04,186
EMP-0564,2025-05,188
EMP-0564,2025-06,185
EMP-0564,2025-07,184
EMP-0564,2025-08,186
EMP-0564,2025-09,188
EMP-0564,2025-10,184
EMP-0564,2025-11,188
EMP-0564,2025-12,192
EMP-0565,2025-01,151
EMP-0565,2025-02,149
EMP-0565,2025-03,153
EMP-0565,2025-04,153
EMP-0565,2025-05,146
EMP-0565,2025-06,142
EMP-0565,2025-07,141
EMP-0565,2025-08,138
EMP-0565,2025-09,137
EMP-0565,2025-10,137
EMP-0565,2025-11,141
EMP-0565,2025-12,140
EMP-0566,2025-01,91
EMP-0566,2025-02,94
EMP-0566,2025-03,97
EMP-0566,2025-04,98
EMP-0566,2025-05,94
EMP-0566,2025-06,95
EMP-0566,2025-07,97
EMP-0566,2025-08,97
EMP-0566,2025-09,100
EMP-0566,2025-10,102
EMP-0566,2025-11,103
EMP-0566,2025-12,105
