employer_id,sektor_usaha,wilayah,skala,anomaly_type,detail
EMP-0663,Jasa Keuangan,Sulawesi Selatan,Menengah,CLEAN,-
EMP-0664,Jasa Keuangan,Sulawesi Selatan,Menengah,CLEAN,-
EMP-0665,Jasa Keuangan,Sulawesi Selatan,Menengah,CLEAN,-
EMP-0666,Jasa Keuangan,Sulawesi Selatan,Menengah,CLEAN,-
EMP-0667,Jasa Keuangan,Sulawesi Selatan,Menengah,CLEAN,-
EMP-0668,Jasa Keuangan,Sulawesi Selatan,Menengah,CLEAN,-
EMP-0669,Jasa Keuangan,Sulawesi Selatan,Menengah,CLEAN,-
EMP-0670,Jasa Keuangan,Sulawesi Selatan,Menengah,CLEAN,-
EMP-0671,Jasa Keuangan,Sulawesi Selatan,Menengah,CLEAN,-
EMP-0672,Jasa Keuangan,Sulawesi Selatan,Menengah,CLEAN,-
EMP-0673,Jasa Keuangan,Sulawesi Selatan,Menengah,CLEAN,-
EMP-0674,Jasa Keuangan,Sulawesi Selatan,Menengah,CLEAN,-
EMP-0675,Jasa Keuangan,Sulawesi Selatan,Menengah,CLEAN,-
EMP-0676,Jasa Keuangan,Sulawesi Selatan,Menengah,CLEAN,-
EMP-0677,Jasa Keuangan,Sulawesi Selatan,Menengah,CLEAN,-
EMP-0678,Jasa Keuangan,Sulawesi Selatan,Menengah,CLEAN,-
EMP-0679,Jasa Keuangan,Sulawesi Selatan,Menengah,REMITTANCE_GAP,"Actual remittance ~29% di bawah expected, berulang sejak periode 2025-10"
EMP-0680,Jasa Keuangan,Sulawesi Selatan,Menengah,CLEAN,-
EMP-0681,Teknologi & Digital,DKI Jakarta,Besar,CLEAN,-
EMP-0682,Teknologi & Digital,DKI Jakarta,Besar,CLEAN,-
EMP-0683,Teknologi & Digital,DKI Jakarta,Besar,CLEAN,-
EMP-0684,Teknologi & Digital,DKI Jakarta,Besar,REMITTANCE_GAP,"Actual remittance ~22% di bawah expected, berulang sejak periode 2025-08"
EMP-0685,Teknologi & Digital,DKI Jakarta,Besar,CLEAN,-
EMP-0686,Teknologi & Digital,DKI Jakarta,Besar,CLEAN,-
EMP-0687,Teknologi & Digital,DKI Jakarta,Besar,CLEAN,-
EMP-0688,Teknologi & Digital,DKI Jakarta,Besar,CLEAN,-
EMP-0689,Teknologi & Digital,DKI Jakarta,Besar,CLEAN,-
EMP-0690,Teknologi & Digital,DKI Jakarta,Besar,CLEAN,-
EMP-0691,Teknologi & Digital,DKI Jakarta,Besar,CLEAN,-
EMP-0692,Teknologi & Digital,DKI Jakarta,Besar,CLEAN,-
EMP-0693,Teknologi & Digital,DKI Jakarta,Besar,CLEAN,-
EMP-0694,Teknologi & Digital,DKI Jakarta,Besar,CLEAN,-
EMP-0695,Teknologi & Digital,DKI Jakarta,Besar,CLEAN,-
EMP-0696,Teknologi & Digital,DKI Jakarta,Besar,CLEAN,-
EMP-0697,Teknologi & Digital,DKI Jakarta,Besar,CLEAN,-
EMP-0698,Teknologi & Digital,DKI Jakarta,Besar,REMITTANCE_GAP,"Actual remittance ~25% di bawah expected, berulang sejak periode 2025-09"
EMP-0699,Teknologi & Digital,DKI Jakarta,Besar,CLEAN,-
EMP-0700,Teknologi & Digital,DKI Jakarta,Besar,CLEAN,-
EMP-0701,Teknologi & Digital,DKI Jakarta,Besar,CLEAN,-
EMP-0702,Teknologi & Digital,DKI Jakarta,Besar,CLEAN,-
EMP-0703,Teknologi & Digital,DKI Jakarta,Besar,CLEAN,-
EMP-0704,Teknologi & Digital,DKI Jakarta,Besar,CLEAN,-
EMP-0705,Teknologi & Digital,DKI Jakarta,Besar,CLEAN,-
EMP-0706,Teknologi & Digital,DKI Jakarta,Besar,CLEAN,-
EMP-0707,Teknologi & Digital,DKI Jakarta,Besar,CLEAN,-
EMP-0708,Teknologi & Digital,DKI Jakarta,Besar,CLEAN,-
EMP-0709,Teknologi & Digital,DKI Jakarta,Besar,CLEAN,-
EMP-0710,Teknologi & Digital,DKI Jakarta,Besar,CLEAN,-
EMP-0711,Teknologi & Digital,DKI Jakarta,Besar,CLEAN,-
EMP-0712,Teknologi & Digital,DKI Jakarta,Besar,CLEAN,-
EMP-0713,Teknologi & Digital,DKI Jakarta,Besar,CLEAN,-
EMP-0714,Teknologi & Digital,DKI Jakarta,Besar,CLEAN,-
EMP-0715,Teknologi & Digital,Jawa Barat,Kecil,CLEAN,-
EMP-0716,Teknologi & Digital,Jawa Barat,Kecil,CLEAN,-
EMP-0717,Teknologi & Digital,Jawa Barat,Kecil,CLEAN,-
EMP-0718,Teknologi & Digital,Jawa Barat,Kecil,CLEAN,-
EMP-0719,Teknologi & Digital,Jawa Barat,Kecil,CLEAN,-
EMP-0720,Teknologi & Digital,Jawa Barat,Kecil,CLEAN,-
EMP-0721,Teknologi & Digital,Jawa Barat,Kecil,CLEAN,-
EMP-0722,Teknologi & Digital,Jawa Barat,Kecil,CLEAN,-
EMP-0723,Teknologi & Digital,Jawa Barat,Kecil,CLEAN,-
EMP-0724,Teknologi & Digital,Jawa Barat,Kecil,CLEAN,-
EMP-0725,Teknologi & Digital,Jawa Barat,Kecil,CLEAN,-
EMP-0726,Teknologi & Digital,Jawa Barat,Kecil,CLEAN,-
EMP-0727,Teknologi & Digital,Jawa Barat,Kecil,CLEAN,-
EMP-0728,Teknologi & Digital,Jawa Barat,Kecil,CLEAN,-
EMP-0729,Teknologi & Digital,Jawa Barat,Kecil,CLEAN,-
EMP-0730,Teknologi & Digital,Jawa Barat,Kecil,CLEAN,-
EMP-0731,Teknologi & Digital,Jawa Barat,Kecil,CLEAN,-
EMP-0732,Teknologi & Digital,Jawa Barat,Kecil,CLEAN,-
EMP-0733,Teknologi & Digital,Jawa Barat,Kecil,CLEAN,-
EMP-0734,Teknologi & Digital,Jawa Barat,Kecil,CLEAN,-
EMP-0735,Teknologi & Digital,Jawa Barat,Kecil,CLEAN,-
EMP-0736,Teknologi & Digital,Jawa Barat,Kecil,CLEAN,-
EMP-0737,Teknologi & Digital,Jawa Barat,Kecil,CLEAN,-
EMP-0738,Teknologi & Digital,Jawa Barat,Kecil,PDUK,"Headcount drop ~51% mulai periode 2025-07, TANPA resign record matching"
EMP-0739,Teknologi & Digital,Jawa Barat,Kecil,CLEAN,-
EMP-0740,Teknologi & Digital,Jawa Barat,Kecil,CLEAN,-
EMP-0741,Teknologi & Digital,Jawa Barat,Kecil,CLEAN,-
EMP-0742,Teknologi & Digital,Jawa Barat,Kecil,CLEAN_MUTASI_SAH,"Headcount drop ~49% di periode 2025-07, DENGAN resign record matching (11 orang) -> true-negative test untuk confounder-handling Module A"
EMP-0743,Teknologi & Digital,Jawa Barat,Kecil,CLEAN,-
EMP-0744,Teknologi & Digital,Jawa Barat,Kecil,CLEAN,-
EMP-0745,Teknologi & Digital,Jawa Barat,Kecil,CLEAN_MUTASI_SAH,"Headcount drop ~44% di periode 2025-06, DENGAN resign record matching (18 orang) -> true-negative test untuk confounder-handling Module A"
EMP-0746,Teknologi & Digital,Jawa Barat,Kecil,CLEAN,-
EMP-0747,Teknologi & Digital,Jawa Barat,Kecil,CLEAN,-
EMP-0748,Teknologi & Digital,Jawa Barat,Kecil,CLEAN,-
EMP-0749,Teknologi & Digital,Jawa Timur,Menengah,UNDER_REPORTING_WAGE,"DPI ditekan ke ~62% dari median cohort (Teknologi & Digital/Jawa Timur/Menengah, n_peer=33)"
EMP-0750,Teknologi & Digital,Jawa Timur,Menengah,CLEAN,-
EMP-0751,Teknologi & Digital,Jawa Timur,Menengah,CLEAN,-
EMP-0752,Teknologi & Digital,Jawa Timur,Menengah,CLEAN,-
EMP-0753,Teknologi & Digital,Jawa Timur,Menengah,CLEAN,-
EMP-0754,Teknologi & Digital,Jawa Timur,Menengah,CLEAN,-
EMP-0755,Teknologi & Digital,Jawa Timur,Menengah,CLEAN,-
EMP-0756,Teknologi & Digital,Jawa Timur,Menengah,CLEAN,-
EMP-0757,Teknologi & Digital,Jawa Timur,Menengah,CLEAN,-
EMP-0758,Teknologi & Digital,Jawa Timur,Menengah,CLEAN,-
EMP-0759,Teknologi & Digital,Jawa Timur,Menengah,CLEAN,-
EMP-0760,Teknologi & Digital,Jawa Timur,Menengah,CLEAN,-
EMP-0761,Teknologi & Digital,Jawa Timur,Menengah,CLEAN,-
EMP-0762,Teknologi & Digital,Jawa Timur,Menengah,COLD_START,"Registrasi baru (2025-11), hanya 2 periode histori -> harus INSUFFICIENT_DATA di Module A"
EMP-0763,Teknologi & Digital,Jawa Timur,Menengah,CLEAN,-
EMP-0764,Teknologi & Digital,Jawa Timur,Menengah,CLEAN,-
EMP-0765,Teknologi & Digital,Jawa Timur,Menengah,CLEAN,-
EMP-0766,Teknologi & Digital,Jawa Timur,Menengah,CLEAN,-
EMP-0767,Teknologi & Digital,Jawa Timur,Menengah,CLEAN,-
EMP-0768,Teknologi & Digital,Jawa Timur,Menengah,CLEAN,-
EMP-0769,Teknologi & Digital,Jawa Timur,Menengah,CLEAN,-
EMP-0770,Teknologi & Digital,Jawa Timur,Menengah,CLEAN,-
EMP-0771,Teknologi & Digital,Jawa Timur,Menengah,CLEAN,-
EMP-0772,Teknologi & Digital,Jawa Timur,Menengah,CLEAN,-
EMP-0773,Teknologi & Digital,Jawa Timur,Menengah,CLEAN,-
EMP-0774,Teknologi & Digital,Jawa Timur,Menengah,CLEAN,-
EMP-0775,Teknologi & Digital,Jawa Timur,Menengah,CLEAN,-
EMP-0776,Teknologi & Digital,Jawa Timur,Menengah,CLEAN,-
EMP-0777,Teknologi & Digital,Jawa Timur,Menengah,CLEAN,-
EMP-0778,Teknologi & Digital,Jawa Timur,Menengah,CLEAN,-
EMP-0779,Teknologi & Digital,Jawa Timur,Menengah,CLEAN,-
EMP-0780,Teknologi & Digital,Jawa Timur,Menengah,CLEAN,-
EMP-0781,Teknologi & Digital,Jawa Timur,Menengah,CLEAN,-
EMP-0782,Teknologi & Digital,Jawa Timur,Menengah,CLEAN,-
EMP-0783,Teknologi & Digital,Sumatera Utara,Besar,CLEAN,-
EMP-0784,Teknologi & Digital,Sumatera Utara,Besar,CLEAN,-
EMP-0785,Teknologi & Digital,Sumatera Utara,Besar,CLEAN,-
EMP-0786,Teknologi & Digital,Sumatera Utara,Besar,CLEAN,-
EMP-0787,Teknologi & Digital,Sumatera Utara,Besar,CLEAN,-
EMP-0788,Teknologi & Digital,Sumatera Utara,Besar,CLEAN,-
EMP-0789,Teknologi & Digital,Sumatera Utara,Besar,COLD_START,"Registrasi baru (2025-11), hanya 2 periode histori -> harus INSUFFICIENT_DATA di Module A"
EMP-0790,Teknologi & Digital,Sumatera Utara,Besar,CLEAN,-
EMP-0791,Teknologi & Digital,Sumatera Utara,Besar,CLEAN,-
EMP-0792,Teknologi & Digital,Sumatera Utara,Besar,CLEAN,-
EMP-0793,Teknologi & Digital,Sumatera Utara,Besar,COLD_START,"Registrasi baru (2025-11), hanya 2 periode histori -> harus INSUFFICIENT_DATA di Module A"
EMP-0794,Teknologi & Digital,Sumatera Utara,Besar,CLEAN,-
EMP-0795,Teknologi & Digital,Sumatera Utara,Besar,CLEAN,-
EMP-0796,Teknologi & Digital,Sumatera Utara,Besar,CLEAN,-
EMP-0797,Teknologi & Digital,Sumatera Utara,Besar,CLEAN,-
EMP-0798,Teknologi & Digital,Sumatera Utara,Besar,CLEAN,-
EMP-0799,Teknologi & Digital,Sumatera Utara,Besar,CLEAN,-
EMP-0800,Teknologi & Digital,Sumatera Utara,Besar,CLEAN,-
EMP-0801,Teknologi & Digital,Sumatera Utara,Besar,CLEAN,-
EMP-0802,Teknologi & Digital,Sumatera Utara,Besar,CLEAN,-
EMP-0803,Teknologi & Digital,Sumatera Utara,Besar,CLEAN,-
EMP-0804,Teknologi & Digital,Sumatera Utara,Besar,CLEAN,-
EMP-0805,Teknologi & Digital,Sumatera Utara,Besar,CLEAN,-
EMP-0806,Teknologi & Digital,Sumatera Utara,Besar,PDUK,"Headcount drop ~47% mulai periode 2025-08, TANPA resign record matching"
EMP-0807,Teknologi & Digital,Sumatera Utara,Besar,CLEAN,-
EMP-0808,Teknologi & Digital,Sumatera Utara,Besar,CLEAN,-
EMP-0809,Teknologi & Digital,Sumatera Utara,Besar,CLEAN,-
EMP-0810,Teknologi & Digital,Sumatera Utara,Besar,CLEAN,-
EMP-0811,Teknologi & Digital,Sumatera Utara,Besar,COLD_START,"Registrasi baru (2025-11), hanya 2 periode histori -> harus INSUFFICIENT_DATA di Module A"
EMP-0812,Teknologi & Digital,Sumatera Utara,Besar,CLEAN,-
EMP-0813,Teknologi & Digital,Sumatera Utara,Besar,CLEAN,-
EMP-0814,Teknologi & Digital,Sumatera Utara,Besar,CLEAN,-
EMP-0815,Teknologi & Digital,Sumatera Utara,Besar,CLEAN,-
EMP-0816,Teknologi & Digital,Sumatera Utara,Besar,CLEAN,-
EMP-0817,Teknologi & Digital,Sulawesi Selatan,Kecil,UNDER_REPORTING_WAGE,"DPI ditekan ke ~64% dari median cohort (Teknologi & Digital/Sulawesi Selatan/Kecil, n_peer=33)"
EMP-0818,Teknologi & Digital,Sulawesi Selatan,Kecil,CLEAN,-
EMP-0819,Teknologi & Digital,Sulawesi Selatan,Kecil,CLEAN_MUTASI_SAH,"Headcount drop ~33% di periode 2025-06, DENGAN resign record matching (18 orang) -> true-negative test untuk confounder-handling Module A"
EMP-0820,Teknologi & Digital,Sulawesi Selatan,Kecil,CLEAN_MUTASI_SAH,"Headcount drop ~40% di periode 2025-08, DENGAN resign record matching (22 orang) -> true-negative test untuk confounder-handling Module A"
EMP-0821,Teknologi & Digital,Sulawesi Selatan,Kecil,CLEAN,-
EMP-0822,Teknologi & Digital,Sulawesi Selatan,Kecil,CLEAN,-
EMP-0823,Teknologi & Digital,Sulawesi Selatan,Kecil,CLEAN,-
EMP-0824,Teknologi & Digital,Sulawesi Selatan,Kecil,CLEAN,-
EMP-0825,Teknologi & Digital,Sulawesi Selatan,Kecil,CLEAN,-
EMP-0826,Teknologi & Digital,Sulawesi Selatan,Kecil,CLEAN,-
EMP-0827,Teknologi & Digital,Sulawesi Selatan,Kecil,CLEAN,-
EMP-0828,Teknologi & Digital,Sulawesi Selatan,Kecil,CLEAN,-
EMP-0829,Teknologi & Digital,Sulawesi Selatan,Kecil,CLEAN,-
EMP-0830,Teknologi & Digital,Sulawesi Selatan,Kecil,UNDER_REPORTING_WAGE,"DPI ditekan ke ~69% dari median cohort (Teknologi & Digital/Sulawesi Selatan/Kecil, n_peer=33)"
EMP-0831,Teknologi & Digital,Sulawesi Selatan,Kecil,CLEAN,-
EMP-0832,Teknologi & Digital,Sulawesi Selatan,Kecil,CLEAN,-
EMP-0833,Teknologi & Digital,Sulawesi Selatan,Kecil,CLEAN,-
EMP-0834,Teknologi & Digital,Sulawesi Selatan,Kecil,CLEAN,-
EMP-0835,Teknologi & Digital,Sulawesi Selatan,Kecil,CLEAN,-
EMP-0836,Teknologi & Digital,Sulawesi Selatan,Kecil,CLEAN,-
EMP-0837,Teknologi & Digital,Sulawesi Selatan,Kecil,CLEAN,-
EMP-0838,Teknologi & Digital,Sulawesi Selatan,Kecil,CLEAN,-
EMP-0839,Teknologi & Digital,Sulawesi Selatan,Kecil,COLD_START,"Registrasi baru (2025-11), hanya 2 periode histori -> harus INSUFFICIENT_DATA di Module A"
EMP-0840,Teknologi & Digital,Sulawesi Selatan,Kecil,CLEAN,-
EMP-0841,Teknologi & Digital,Sulawesi Selatan,Kecil,CLEAN,-
EMP-0842,Teknologi & Digital,Sulawesi Selatan,Kecil,CLEAN,-
EMP-0843,Teknologi & Digital,Sulawesi Selatan,Kecil,CLEAN,-
EMP-0844,Teknologi & Digital,Sulawesi Selatan,Kecil,CLEAN,-
EMP-0845,Teknologi & Digital,Sulawesi Selatan,Kecil,CLEAN,-
EMP-0846,Teknologi & Digital,Sulawesi Selatan,Kecil,CLEAN,-
EMP-0847,Teknologi & Digital,Sulawesi Selatan,Kecil,CLEAN,-
EMP-0848,Teknologi & Digital,Sulawesi Selatan,Kecil,CLEAN,-
EMP-0849,Teknologi & Digital,Sulawesi Selatan,Kecil,CLEAN,-
EMP-0850,Teknologi & Digital,Sulawesi Selatan,Kecil,CLEAN,-
EMP-0851,Perkebunan & Agribisnis,DKI Jakarta,Menengah,UNDER_REPORTING_WAGE,"DPI ditekan ke ~70% dari median cohort (Perkebunan & Agribisnis/DKI Jakarta/Menengah, n_peer=33)"
EMP-0852,Perkebunan & Agribisnis,DKI Jakarta,Menengah,CLEAN,-
EMP-0853,Perkebunan & Agribisnis,DKI Jakarta,Menengah,UNDER_REPORTING_WAGE,"DPI ditekan ke ~67% dari median cohort (Perkebunan & Agribisnis/DKI Jakarta/Menengah, n_peer=33)"
EMP-0854,Perkebunan & Agribisnis,DKI Jakarta,Menengah,CLEAN,-
EMP-0855,Perkebunan & Agribisnis,DKI Jakarta,Menengah,CLEAN,-
EMP-0856,Perkebunan & Agribisnis,DKI Jakarta,Menengah,CLEAN,-
EMP-0857,Perkebunan & Agribisnis,DKI Jakarta,Menengah,PDUK,"Headcount drop ~45% mulai periode 2025-09, TANPA resign record matching"
EMP-0858,Perkebunan & Agribisnis,DKI Jakarta,Menengah,CLEAN,-
EMP-0859,Perkebunan & Agribisnis,DKI Jakarta,Menengah,CLEAN,-
EMP-0860,Perkebunan & Agribisnis,DKI Jakarta,Menengah,CLEAN,-
EMP-0861,Perkebunan & Agribisnis,DKI Jakarta,Menengah,CLEAN,-
EMP-0862,Perkebunan & Agribisnis,DKI Jakarta,Menengah,COLD_START,"Registrasi baru (2025-11), hanya 2 periode histori -> harus INSUFFICIENT_DATA di Module A"
EMP-0863,Perkebunan & Agribisnis,DKI Jakarta,Menengah,CLEAN,-
EMP-0864,Perkebunan & Agribisnis,DKI Jakarta,Menengah,CLEAN,-
EMP-0865,Perkebunan & Agribisnis,DKI Jakarta,Menengah,CLEAN,-
EMP-0866,Perkebunan & Agribisnis,DKI Jakarta,Menengah,CLEAN,-
EMP-0867,Perkebunan & Agribisnis,DKI Jakarta,Menengah,CLEAN,-
EMP-0868,Perkebunan & Agribisnis,DKI Jakarta,Menengah,CLEAN,-
EMP-0869,Perkebunan & Agribisnis,DKI Jakarta,Menengah,CLEAN,-
EMP-0870,Perkebunan & Agribisnis,DKI Jakarta,Menengah,CLEAN,-
EMP-0871,Perkebunan & Agribisnis,DKI Jakarta,Menengah,CLEAN,-
EMP-0872,Perkebunan & Agribisnis,DKI Jakarta,Menengah,CLEAN,-
EMP-0873,Perkebunan & Agribisnis,DKI Jakarta,Menengah,CLEAN,-
EMP-0874,Perkebunan & Agribisnis,DKI Jakarta,Menengah,CLEAN,-
EMP-0875,Perkebunan & Agribisnis,DKI Jakarta,Menengah,CLEAN,-
EMP-0876,Perkebunan & Agribisnis,DKI Jakarta,Menengah,CLEAN,-
EMP-0877,Perkebunan & Agribisnis,DKI Jakarta,Menengah,CLEAN,-
EMP-0878,Perkebunan & Agribisnis,DKI Jakarta,Menengah,CLEAN,-
EMP-0879,Perkebunan & Agribisnis,DKI Jakarta,Menengah,CLEAN,-
EMP-0880,Perkebunan & Agribisnis,DKI Jakarta,Menengah,CLEAN,-
EMP-0881,Perkebunan & Agribisnis,DKI Jakarta,Menengah,CLEAN,-
EMP-0882,Perkebunan & Agribisnis,DKI Jakarta,Menengah,CLEAN,-
EMP-0883,Perkebunan & Agribisnis,DKI Jakarta,Menengah,CLEAN,-
EMP-0884,Perkebunan & Agribisnis,DKI Jakarta,Menengah,CLEAN,-
EMP-0885,Perkebunan & Agribisnis,Jawa Barat,Besar,CLEAN,-
EMP-0886,Perkebunan & Agribisnis,Jawa Barat,Besar,CLEAN,-
EMP-0887,Perkebunan & Agribisnis,Jawa Barat,Besar,REMITTANCE_GAP,"Actual remittance ~18% di bawah expected, berulang sejak periode 2025-10"
EMP-0888,Perkebunan & Agribisnis,Jawa Barat,Besar,CLEAN,-
EMP-0889,Perkebunan & Agribisnis,Jawa Barat,Besar,CLEAN,-
EMP-0890,Perkebunan & Agribisnis,Jawa Barat,Besar,CLEAN,-
EMP-0891,Perkebunan & Agribisnis,Jawa Barat,Besar,CLEAN,-
EMP-0892,Perkebunan & Agribisnis,Jawa Barat,Besar,CLEAN,-
EMP-0893,Perkebunan & Agribisnis,Jawa Barat,Besar,CLEAN,-
EMP-0894,Perkebunan & Agribisnis,Jawa Barat,Besar,CLEAN,-
EMP-0895,Perkebunan & Agribisnis,Jawa Barat,Besar,UNDER_REPORTING_WAGE,"DPI ditekan ke ~63% dari median cohort (Perkebunan & Agribisnis/Jawa Barat/Besar, n_peer=33)"
EMP-0896,Perkebunan & Agribisnis,Jawa Barat,Besar,UNDER_REPORTING_WAGE,"DPI ditekan ke ~67% dari median cohort (Perkebunan & Agribisnis/Jawa Barat/Besar, n_peer=33)"
EMP-0897,Perkebunan & Agribisnis,Jawa Barat,Besar,CLEAN,-
EMP-0898,Perkebunan & Agribisnis,Jawa Barat,Besar,CLEAN,-
EMP-0899,Perkebunan & Agribisnis,Jawa Barat,Besar,CLEAN,-
EMP-0900,Perkebunan & Agribisnis,Jawa Barat,Besar,CLEAN,-
EMP-0901,Perkebunan & Agribisnis,Jawa Barat,Besar,CLEAN,-
EMP-0902,Perkebunan & Agribisnis,Jawa Barat,Besar,CLEAN,-
EMP-0903,Perkebunan & Agribisnis,Jawa Barat,Besar,CLEAN,-
EMP-0904,Perkebunan & Agribisnis,Jawa Barat,Besar,CLEAN,-
EMP-0905,Perkebunan & Agribisnis,Jawa Barat,Besar,CLEAN,-
EMP-0906,Perkebunan & Agribisnis,Jawa Barat,Besar,CLEAN,-
EMP-0907,Perkebunan & Agribisnis,Jawa Barat,Besar,CLEAN,-
EMP-0908,Perkebunan & Agribisnis,Jawa Barat,Besar,CLEAN,-
EMP-0909,Perkebunan & Agribisnis,Jawa Barat,Besar,CLEAN,-
EMP-0910,Perkebunan & Agribisnis,Jawa Barat,Besar,CLEAN,-
EMP-0911,Perkebunan & Agribisnis,Jawa Barat,Besar,CLEAN,-
EMP-0912,Perkebunan & Agribisnis,Jawa Barat,Besar,CLEAN,-
EMP-0913,Perkebunan & Agribisnis,Jawa Barat,Besar,CLEAN,-
EMP-0914,Perkebunan & Agribisnis,Jawa Barat,Besar,CLEAN,-
EMP-0915,Perkebunan & Agribisnis,Jawa Barat,Besar,REMITTANCE_GAP,"Actual remittance ~18% di bawah expected, berulang sejak periode 2025-10"
EMP-0916,Perkebunan & Agribisnis,Jawa Barat,Besar,CLEAN,-
EMP-0917,Perkebunan & Agribisnis,Jawa Barat,Besar,CLEAN,-
EMP-0918,Perkebunan & Agribisnis,Jawa Barat,Besar,CLEAN,-
EMP-0919,Perkebunan & Agribisnis,Jawa Timur,Kecil,CLEAN,-
EMP-0920,Perkebunan & Agribisnis,Jawa Timur,Kecil,CLEAN,-
EMP-0921,Perkebunan & Agribisnis,Jawa Timur,Kecil,CLEAN,-
EMP-0922,Perkebunan & Agribisnis,Jawa Timur,Kecil,CLEAN,-
EMP-0923,Perkebunan & Agribisnis,Jawa Timur,Kecil,CLEAN,-
EMP-0924,Perkebunan & Agribisnis,Jawa Timur,Kecil,CLEAN,-
EMP-0925,Perkebunan & Agribisnis,Jawa Timur,Kecil,CLEAN,-
EMP-0926,Perkebunan & Agribisnis,Jawa Timur,Kecil,CLEAN,-
EMP-0927,Perkebunan & Agribisnis,Jawa Timur,Kecil,CLEAN,-
EMP-0928,Perkebunan & Agribisnis,Jawa Timur,Kecil,CLEAN,-
EMP-0929,Perkebunan & Agribisnis,Jawa Timur,Kecil,CLEAN,-
EMP-0930,Perkebunan & Agribisnis,Jawa Timur,Kecil,COLD_START,"Registrasi baru (2025-11), hanya 2 periode histori -> harus INSUFFICIENT_DATA di Module A"
EMP-0931,Perkebunan & Agribisnis,Jawa Timur,Kecil,CLEAN,-
EMP-0932,Perkebunan & Agribisnis,Jawa Timur,Kecil,CLEAN,-
EMP-0933,Perkebunan & Agribisnis,Jawa Timur,Kecil,CLEAN,-
EMP-0934,Perkebunan & Agribisnis,Jawa Timur,Kecil,CLEAN,-
EMP-0935,Perkebunan & Agribisnis,Jawa Timur,Kecil,CLEAN,-
EMP-0936,Perkebunan & Agribisnis,Jawa Timur,Kecil,CLEAN,-
EMP-0937,Perkebunan & Agribisnis,Jawa Timur,Kecil,CLEAN,-
EMP-0938,Perkebunan & Agribisnis,Jawa Timur,Kecil,CLEAN,-
EMP-0939,Perkebunan & Agribisnis,Jawa Timur,Kecil,UNDER_REPORTING_WAGE,"DPI ditekan ke ~62% dari median cohort (Perkebunan & Agribisnis/Jawa Timur/Kecil, n_peer=33)"
EMP-0940,Perkebunan & Agribisnis,Jawa Timur,Kecil,CLEAN,-
EMP-0941,Perkebunan & Agribisnis,Jawa Timur,Kecil,CLEAN,-
EMP-0942,Perkebunan & Agribisnis,Jawa Timur,Kecil,CLEAN,-
EMP-0943,Perkebunan & Agribisnis,Jawa Timur,Kecil,CLEAN,-
EMP-0944,Perkebunan & Agribisnis,Jawa Timur,Kecil,CLEAN,-
EMP-0945,Perkebunan & Agribisnis,Jawa Timur,Kecil,CLEAN,-
EMP-0946,Perkebunan & Agribisnis,Jawa Timur,Kecil,CLEAN,-
EMP-0947,Perkebunan & Agribisnis,Jawa Timur,Kecil,CLEAN,-
EMP-0948,Perkebunan & Agribisnis,Jawa Timur,Kecil,CLEAN,-
EMP-0949,Perkebunan & Agribisnis,Jawa Timur,Kecil,CLEAN,-
EMP-0950,Perkebunan & Agribisnis,Jawa Timur,Kecil,CLEAN,-
EMP-0951,Perkebunan & Agribisnis,Jawa Timur,Kecil,CLEAN,-
EMP-0952,Perkebunan & Agribisnis,Jawa Timur,Kecil,CLEAN,-
EMP-0953,Perkebunan & Agribisnis,Sumatera Utara,Menengah,CLEAN,-
EMP-0954,Perkebunan & Agribisnis,Sumatera Utara,Menengah,UNDER_REPORTING_WAGE,"DPI ditekan ke ~72% dari median cohort (Perkebunan & Agribisnis/Sumatera Utara/Menengah, n_peer=33)"
EMP-0955,Perkebunan & Agribisnis,Sumatera Utara,Menengah,CLEAN,-
EMP-0956,Perkebunan & Agribisnis,Sumatera Utara,Menengah,CLEAN,-
EMP-0957,Perkebunan & Agribisnis,Sumatera Utara,Menengah,CLEAN,-
EMP-0958,Perkebunan & Agribisnis,Sumatera Utara,Menengah,CLEAN,-
EMP-0959,Perkebunan & Agribisnis,Sumatera Utara,Menengah,CLEAN,-
EMP-0960,Perkebunan & Agribisnis,Sumatera Utara,Menengah,PDUK,"Headcount drop ~31% mulai periode 2025-08, TANPA resign record matching"
EMP-0961,Perkebunan & Agribisnis,Sumatera Utara,Menengah,CLEAN,-
EMP-0962,Perkebunan & Agribisnis,Sumatera Utara,Menengah,CLEAN,-
EMP-0963,Perkebunan & Agribisnis,Sumatera Utara,Menengah,PDUK,"Headcount drop ~34% mulai periode 2025-06, TANPA resign record matching"
EMP-0964,Perkebunan & Agribisnis,Sumatera Utara,Menengah,CLEAN,-
EMP-0965,Perkebunan & Agribisnis,Sumatera Utara,Menengah,CLEAN,-
EMP-0966,Perkebunan & Agribisnis,Sumatera Utara,Menengah,CLEAN,-
EMP-0967,Perkebunan & Agribisnis,Sumatera Utara,Menengah,CLEAN,-
EMP-0968,Perkebunan & Agribisnis,Sumatera Utara,Menengah,CLEAN,-
EMP-0969,Perkebunan & Agribisnis,Sumatera Utara,Menengah,CLEAN,-
EMP-0970,Perkebunan & Agribisnis,Sumatera Utara,Menengah,CLEAN,-
EMP-0971,Perkebunan & Agribisnis,Sumatera Utara,Menengah,CLEAN,-
EMP-0972,Perkebunan & Agribisnis,Sumatera Utara,Menengah,CLEAN,-
