rank,employer_id,n_periods,n_gap_periods,longest_run,n_late_paid,total_expected,total_actual,total_shortfall,median_gap_pct,run_start,run_end,first_gap_period,cum_shortfall_pct,status,reason,score_c,score_c_norm
434,EMP-0190,12,0,0,0,922855000.0,925270000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
435,EMP-0191,12,0,0,0,2021251000.0,2015414000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
436,EMP-0194,12,0,0,0,1778587000.0,1787178000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
437,EMP-0196,12,0,0,0,1005581000.0,1009874000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
438,EMP-0199,12,0,0,0,1415560000.0,1414129000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
439,EMP-0200,12,0,0,0,1634553000.0,1635424000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
440,EMP-0201,12,0,0,0,2481881000.0,2480322000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
441,EMP-0202,12,0,0,0,1892168000.0,1882515000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
442,EMP-0205,12,0,0,0,110047000.0,110058000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
443,EMP-0206,12,0,0,0,40025000.0,40245000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
444,EMP-0207,12,0,0,0,60751000.0,60770000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
445,EMP-0208,12,0,0,0,114029000.0,113971000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
446,EMP-0212,2,0,0,0,6556000.0,6503000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
447,EMP-0214,12,0,0,0,32188000.0,32159000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
448,EMP-0215,12,0,0,0,102079000.0,101803000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
449,EMP-0216,12,0,0,0,113219000.0,113521000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
450,EMP-0217,12,0,0,0,38268000.0,38230000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
451,EMP-0219,12,0,0,0,49281000.0,49393000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
452,EMP-0221,12,0,0,0,63416000.0,63524000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
453,EMP-0222,12,0,0,0,19118000.0,19165000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
454,EMP-0223,12,0,0,0,35342000.0,35475000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
455,EMP-0224,12,0,0,0,67476000.0,67695000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
456,EMP-0225,12,0,0,0,34909000.0,35066000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
457,EMP-0226,12,0,0,0,60783000.0,60683000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
458,EMP-0227,12,0,0,0,72656000.0,72655000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
459,EMP-0229,12,0,0,0,82577000.0,82391000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
460,EMP-0231,12,0,0,0,61659000.0,62007000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
461,EMP-0232,12,0,0,0,89183000.0,89085000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
462,EMP-0235,12,0,0,0,108546000.0,108842000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
463,EMP-0236,12,0,0,0,49990000.0,49960000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
464,EMP-0237,12,0,0,0,45698000.0,45767000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
465,EMP-0238,12,0,0,0,48228000.0,48451000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
466,EMP-0240,12,0,0,0,427391000.0,424662000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
467,EMP-0242,12,0,0,0,435013000.0,435183000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
468,EMP-0246,12,0,0,0,449164000.0,451466000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
469,EMP-0247,12,0,0,0,201627000.0,201797000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
470,EMP-0248,12,0,0,0,216222000.0,215363000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
471,EMP-0249,12,0,0,0,368293000.0,368425000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
472,EMP-0250,12,0,0,0,463164000.0,461285000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
473,EMP-0251,12,0,0,0,265673000.0,265236000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
474,EMP-0253,12,0,0,0,252562000.0,252458000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
475,EMP-0254,12,0,0,0,474808000.0,475020000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
476,EMP-0255,12,0,0,0,119744000.0,119994000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
477,EMP-0256,12,0,0,0,342254000.0,342094000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
478,EMP-0257,12,0,0,0,272716000.0,274015000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
479,EMP-0258,12,0,0,0,473384000.0,472897000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
480,EMP-0259,12,0,0,0,453680000.0,454593000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
481,EMP-0260,12,0,0,0,195615000.0,195773000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
482,EMP-0261,2,0,0,0,27467000.0,27846000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
483,EMP-0262,12,0,0,0,361533000.0,361812000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
484,EMP-0263,12,0,0,0,298725000.0,298624000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
485,EMP-0267,12,0,0,0,297147000.0,298140000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
486,EMP-0268,12,0,0,0,445715000.0,447473000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
487,EMP-0269,12,0,0,0,242987000.0,241402000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
488,EMP-0270,12,0,0,0,362763000.0,362450000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
489,EMP-0271,12,0,0,0,295421000.0,296427000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
490,EMP-0272,12,0,0,0,253488000.0,252861000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
491,EMP-0273,2,0,0,0,218131000.0,215903000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
492,EMP-0274,12,0,0,0,1588774000.0,1589168000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
493,EMP-0275,12,0,0,0,803775000.0,805538000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
494,EMP-0276,12,0,0,0,1087883000.0,1091177000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
495,EMP-0278,12,0,0,0,1770960000.0,1781047000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
496,EMP-0280,12,0,0,0,1766144000.0,1768839000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
497,EMP-0282,12,0,0,0,1190166000.0,1188554000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
498,EMP-0285,12,0,0,0,1045639000.0,1045352000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
499,EMP-0286,12,0,0,0,534960000.0,534963000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
500,EMP-0287,12,0,0,0,1907861000.0,1910988000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
501,EMP-0290,12,0,0,0,1591271000.0,1590476000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
502,EMP-0291,2,0,0,0,194557000.0,196215000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
503,EMP-0292,12,0,0,0,1082542000.0,1081299000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
504,EMP-0293,12,0,0,0,1853749000.0,1851801000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
505,EMP-0295,12,0,0,0,974429000.0,977140000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
506,EMP-0297,12,0,0,0,1945280000.0,1951833000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
507,EMP-0300,12,0,0,0,2025260000.0,2038323000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
508,EMP-0301,12,0,0,0,844828000.0,844780000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
509,EMP-0302,12,0,0,0,1895657000.0,1906916000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
510,EMP-0303,12,0,0,0,560686000.0,559183000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
511,EMP-0304,12,0,0,0,1227508000.0,1231229000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
512,EMP-0305,12,0,0,0,1732322000.0,1735926000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
513,EMP-0306,12,0,0,0,623267000.0,624336000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
514,EMP-0307,12,0,0,0,91721000.0,92167000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
515,EMP-0308,12,0,0,0,63922000.0,63939000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
516,EMP-0309,12,0,0,0,38978000.0,38975000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
517,EMP-0310,12,0,0,0,33915000.0,33952000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
518,EMP-0311,12,0,0,0,55725000.0,55499000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
519,EMP-0313,12,0,0,0,74490000.0,74505000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
520,EMP-0315,12,0,0,0,44840000.0,45065000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
521,EMP-0316,12,0,0,0,38518000.0,38626000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
522,EMP-0321,12,0,0,0,51468000.0,51688000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
523,EMP-0322,12,0,0,0,39415000.0,39525000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
524,EMP-0323,12,0,0,0,48017000.0,47943000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
525,EMP-0324,12,0,0,0,76047000.0,76120000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
526,EMP-0326,12,0,0,0,60711000.0,61060000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
527,EMP-0328,12,0,0,0,71341000.0,71507000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
528,EMP-0330,12,0,0,0,41465000.0,41412000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
529,EMP-0331,12,0,0,0,50665000.0,50775000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
530,EMP-0332,12,0,0,0,100336000.0,100529000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
531,EMP-0333,12,0,0,0,102885000.0,102566000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
532,EMP-0334,12,0,0,0,64789000.0,64623000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
533,EMP-0336,12,0,0,0,64026000.0,64455000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
534,EMP-0337,12,0,0,0,37300000.0,37369000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
535,EMP-0338,12,0,0,0,66171000.0,66153000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
536,EMP-0339,12,0,0,0,24610000.0,24724000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
537,EMP-0342,12,0,0,0,186784000.0,186079000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
538,EMP-0343,12,0,0,0,411316000.0,410386000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
539,EMP-0344,12,0,0,0,343028000.0,343881000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
540,EMP-0345,12,0,0,0,455656000.0,456955000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
541,EMP-0347,12,0,0,0,270938000.0,272080000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
542,EMP-0348,12,0,0,0,454532000.0,453914000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
543,EMP-0349,12,0,0,0,322492000.0,323316000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
544,EMP-0351,12,0,0,0,338609000.0,338594000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
545,EMP-0352,12,0,0,0,180182000.0,181443000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
546,EMP-0353,12,0,0,0,499808000.0,498184000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
547,EMP-0355,12,0,0,0,321019000.0,321200000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
548,EMP-0356,12,0,0,0,125930000.0,125390000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
549,EMP-0357,12,0,0,0,468500000.0,468512000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
550,EMP-0358,12,0,0,0,431005000.0,431369000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
551,EMP-0359,12,0,0,0,312082000.0,312432000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
552,EMP-0363,12,0,0,0,159067000.0,158720000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
553,EMP-0364,12,0,0,0,410373000.0,408631000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
554,EMP-0365,12,0,0,0,356879000.0,356664000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
555,EMP-0366,2,0,0,0,84060000.0,85315000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
556,EMP-0368,12,0,0,0,473373000.0,475067000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
557,EMP-0370,12,0,0,0,188503000.0,188304000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
558,EMP-0372,12,0,0,0,146752000.0,146981000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
559,EMP-0374,12,0,0,0,287126000.0,286559000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
560,EMP-0375,12,0,0,0,1479345000.0,1481742000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
561,EMP-0377,12,0,0,0,699556000.0,698529000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
562,EMP-0378,12,0,0,0,1050971000.0,1053363000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
563,EMP-0380,12,0,0,0,778055000.0,779056000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
564,EMP-0381,12,0,0,0,1340458000.0,1342368000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
565,EMP-0383,12,0,0,0,1309681000.0,1309474000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
566,EMP-0384,12,0,0,0,1587160000.0,1584525000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
567,EMP-0385,12,0,0,0,1354988000.0,1350657000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
568,EMP-0389,12,0,0,0,712380000.0,715543000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
569,EMP-0390,12,0,0,0,1663153000.0,1660246000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
570,EMP-0391,12,0,0,0,1655525000.0,1654255000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
571,EMP-0392,12,0,0,0,1336255000.0,1334087000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
572,EMP-0394,12,0,0,0,530890000.0,532372000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
